Temperature,Jsc 2,Jsc3,Voc2,Voc3,FF1,FF2,FF3,Hysteresis2,Hysteresis3,Jsc4,Voc4,FF4,Hysteresis4,PCE4
20,0.99152,0.99155,0.99136,0.99157,1.00471,1.00479,1.00466,1.03975,1.03932,0.99159,0.99209,1.00471,1.0392,0.9883
20,0.99155,0.99159,0.99157,0.99209,1.00479,1.00466,1.00471,1.03932,1.0392,0.99164,0.9923,1.00461,1.03884,0.98842
20,0.99159,0.99164,0.99209,0.9923,1.00466,1.00471,1.00461,1.0392,1.03884,0.99169,0.99278,1.00459,1.03872,0.98855
20,0.99164,0.99169,0.9923,0.99278,1.00471,1.00461,1.00459,1.03884,1.03872,0.99173,0.99299,1.00447,1.0384,0.98869
20,0.99169,0.99173,0.99278,0.99299,1.00461,1.00459,1.00447,1.03872,1.0384,0.99177,0.99322,1.00435,1.03815,0.98883
20,0.99173,0.99177,0.99299,0.99322,1.00459,1.00447,1.00435,1.0384,1.03815,0.99181,0.9935,1.00426,1.03797,0.98897
20,0.99177,0.99181,0.99322,0.9935,1.00447,1.00435,1.00426,1.03815,1.03797,0.99183,0.9935,1.00404,1.0375,0.9891
20,0.99181,0.99183,0.9935,0.9935,1.00435,1.00426,1.00404,1.03797,1.0375,0.99187,0.99382,1.00396,1.03735,0.98924
20,0.99183,0.99187,0.9935,0.99382,1.00426,1.00404,1.00396,1.0375,1.03735,0.99191,0.99412,1.00387,1.03724,0.98937
20,0.99187,0.99191,0.99382,0.99412,1.00404,1.00396,1.00387,1.03735,1.03724,0.99194,0.99446,1.00381,1.03718,0.9895
20,0.99191,0.99194,0.99412,0.99446,1.00396,1.00387,1.00381,1.03724,1.03718,0.99197,0.99469,1.00368,1.03699,0.98962
20,0.99194,0.99197,0.99446,0.99469,1.00387,1.00381,1.00368,1.03718,1.03699,0.99199,0.99493,1.00358,1.03685,0.98973
20,0.99197,0.99199,0.99469,0.99493,1.00381,1.00368,1.00358,1.03699,1.03685,0.99202,0.99516,1.00349,1.03674,0.98983
20,0.99199,0.99202,0.99493,0.99516,1.00368,1.00358,1.00349,1.03685,1.03674,0.99205,0.99531,1.00334,1.03655,0.98993
20,0.99202,0.99205,0.99516,0.99531,1.00358,1.00349,1.00334,1.03674,1.03655,0.99208,0.99541,1.00317,1.03632,0.99001
20,0.99205,0.99208,0.99531,0.99541,1.00349,1.00334,1.00317,1.03655,1.03632,0.9921,0.99553,1.00301,1.03613,0.99008
20,0.99208,0.9921,0.99541,0.99553,1.00334,1.00317,1.00301,1.03632,1.03613,0.99213,0.99568,1.00285,1.036,0.99014
20,0.9921,0.99213,0.99553,0.99568,1.00317,1.00301,1.00285,1.03613,1.036,0.99213,0.9955,1.00258,1.03554,0.99018
20,0.99213,0.99213,0.99568,0.9955,1.00301,1.00285,1.00258,1.036,1.03554,0.99215,0.99564,1.00244,1.0354,0.99021
20,0.99213,0.99215,0.9955,0.99564,1.00285,1.00258,1.00244,1.03554,1.0354,0.99217,0.9958,1.00231,1.03529,0.99023
20,0.99215,0.99217,0.99564,0.9958,1.00258,1.00244,1.00231,1.0354,1.03529,0.99217,0.99565,1.00206,1.0349,0.99024
20,0.99217,0.99217,0.9958,0.99565,1.00244,1.00231,1.00206,1.03529,1.0349,0.99219,0.99581,1.00194,1.03483,0.99024
20,0.99217,0.99219,0.99565,0.99581,1.00231,1.00206,1.00194,1.0349,1.03483,0.9922,0.99571,1.00173,1.03452,0.99023
20,0.99219,0.9922,0.99581,0.99571,1.00206,1.00194,1.00173,1.03483,1.03452,0.99221,0.99583,1.0016,1.03441,0.99022
20,0.9922,0.99221,0.99571,0.99583,1.00194,1.00173,1.0016,1.03452,1.03441,0.99222,0.99596,1.0015,1.03434,0.9902
20,0.99221,0.99222,0.99583,0.99596,1.00173,1.0016,1.0015,1.03441,1.03434,0.99224,0.99639,1.0015,1.03462,0.99018
20,0.99222,0.99224,0.99596,0.99639,1.0016,1.0015,1.0015,1.03434,1.03462,0.99224,0.99621,1.00121,1.0343,0.99017
20,0.99224,0.99224,0.99639,0.99621,1.0015,1.0015,1.00121,1.03462,1.0343,0.99225,0.99634,1.00107,1.03426,0.99017
20,0.99224,0.99225,0.99621,0.99634,1.0015,1.00121,1.00107,1.0343,1.03426,0.99226,0.99647,1.00096,1.03426,0.99017
20,0.99225,0.99226,0.99634,0.99647,1.00121,1.00107,1.00096,1.03426,1.03426,0.99228,0.99665,1.00087,1.03431,0.99019
20,0.99226,0.99228,0.99647,0.99665,1.00107,1.00096,1.00087,1.03426,1.03431,0.99228,0.9965,1.00069,1.03407,0.99021
20,0.99228,0.99228,0.99665,0.9965,1.00096,1.00087,1.00069,1.03431,1.03407,0.99229,0.99697,1.00085,1.03445,0.99025
20,0.99228,0.99229,0.9965,0.99697,1.00087,1.00069,1.00085,1.03407,1.03445,0.9923,0.99712,1.00084,1.03454,0.9903
20,0.99229,0.9923,0.99697,0.99712,1.00069,1.00085,1.00084,1.03445,1.03454,0.99232,0.99732,1.00085,1.03467,0.99037
20,0.9923,0.99232,0.99712,0.99732,1.00085,1.00084,1.00085,1.03454,1.03467,0.99234,0.99752,1.00078,1.0348,0.99045
20,0.99232,0.99234,0.99732,0.99752,1.00084,1.00085,1.00078,1.03467,1.0348,0.99234,0.99768,1.00072,1.03492,0.99055
20,0.99234,0.99234,0.99752,0.99768,1.00085,1.00078,1.00072,1.0348,1.03492,0.99235,0.99785,1.00066,1.03505,0.99065
20,0.99234,0.99235,0.99768,0.99785,1.00078,1.00072,1.00066,1.03492,1.03505,0.99235,0.99773,1.00048,1.03492,0.99077
20,0.99235,0.99235,0.99785,0.99773,1.00072,1.00066,1.00048,1.03505,1.03492,0.99235,0.99761,1.00032,1.03477,0.9909
20,0.99235,0.99235,0.99773,0.99761,1.00066,1.00048,1.00032,1.03492,1.03477,0.99236,0.99776,1.0003,1.03492,0.99107
20,0.99235,0.99236,0.99761,0.99776,1.00048,1.00032,1.0003,1.03477,1.03492,0.99238,0.99823,1.00043,1.03538,0.99123
20,0.99236,0.99238,0.99776,0.99823,1.00032,1.0003,1.00043,1.03492,1.03538,0.99236,0.9981,1.00029,1.03524,0.99139
20,0.99238,0.99236,0.99823,0.9981,1.0003,1.00043,1.00029,1.03538,1.03524,0.99238,0.99836,1.00038,1.03554,0.99156
20,0.99236,0.99238,0.9981,0.99836,1.00043,1.00029,1.00038,1.03524,1.03554,0.99238,0.9983,1.00033,1.03553,0.99173
20,0.99238,0.99238,0.99836,0.9983,1.00029,1.00038,1.00033,1.03554,1.03553,0.99238,0.99852,1.00044,1.03579,0.9919
20,0.99238,0.99238,0.9983,0.99852,1.00038,1.00033,1.00044,1.03553,1.03579,0.99238,0.99866,1.00053,1.036,0.99207
20,0.99238,0.99238,0.99852,0.99866,1.00033,1.00044,1.00053,1.03579,1.036,0.99238,0.9988,1.00059,1.03615,0.99222
20,0.99238,0.99238,0.99866,0.9988,1.00044,1.00053,1.00059,1.036,1.03615,0.99237,0.99892,1.00066,1.03635,0.99236
20,0.99238,0.99237,0.9988,0.99892,1.00053,1.00059,1.00066,1.03615,1.03635,0.99236,0.99908,1.00077,1.03663,0.9925
20,0.99237,0.99236,0.99892,0.99908,1.00059,1.00066,1.00077,1.03635,1.03663,0.99238,0.99955,1.00105,1.03724,0.99262
20,0.99236,0.99238,0.99908,0.99955,1.00066,1.00077,1.00105,1.03663,1.03724,0.99239,0.99998,1.00129,1.03781,0.99274
20,0.99238,0.99239,0.99955,0.99998,1.00077,1.00105,1.00129,1.03724,1.03781,0.99239,0.99988,1.00133,1.03795,0.99285
20,0.99239,0.99239,0.99998,0.99988,1.00105,1.00129,1.00133,1.03781,1.03795,0.99239,0.99998,1.00146,1.03827,0.99295
20,0.99239,0.99239,0.99988,0.99998,1.00129,1.00133,1.00146,1.03795,1.03827,0.9924,1.00005,1.00159,1.03855,0.99304
20,0.99239,0.9924,0.99998,1.00005,1.00133,1.00146,1.00159,1.03827,1.03855,0.9924,1.00007,1.00167,1.03877,0.99312
20,0.9924,0.9924,1.00005,1.00007,1.00146,1.00159,1.00167,1.03855,1.03877,0.99236,0.9998,1.00166,1.03871,0.99319
20,0.9924,0.99236,1.00007,0.9998,1.00159,1.00167,1.00166,1.03877,1.03871,0.99234,0.99952,1.00171,1.03857,0.99325
20,0.99236,0.99234,0.9998,0.99952,1.00167,1.00166,1.00171,1.03871,1.03857,0.9923,0.99923,1.00169,1.03846,0.9933
20,0.99234,0.9923,0.99952,0.99923,1.00166,1.00171,1.00169,1.03857,1.03846,0.99229,0.9992,1.00178,1.03861,0.99334
20,0.9923,0.99229,0.99923,0.9992,1.00171,1.00169,1.00178,1.03846,1.03861,0.99226,0.99917,1.00192,1.03879,0.99336
20,0.99229,0.99226,0.9992,0.99917,1.00169,1.00178,1.00192,1.03861,1.03879,0.99223,0.99917,1.00207,1.03902,0.99337
20,0.99226,0.99223,0.99917,0.99917,1.00178,1.00192,1.00207,1.03879,1.03902,0.9922,0.99889,1.0021,1.03899,0.99337
20,0.99223,0.9922,0.99917,0.99889,1.00192,1.00207,1.0021,1.03902,1.03899,0.99216,0.99858,1.00212,1.03893,0.99335
20,0.9922,0.99216,0.99889,0.99858,1.00207,1.0021,1.00212,1.03899,1.03893,0.99213,0.99852,1.00227,1.0391,0.99331
20,0.99216,0.99213,0.99858,0.99852,1.0021,1.00212,1.00227,1.03893,1.0391,0.9921,0.99848,1.00244,1.03929,0.99326
20,0.99213,0.9921,0.99852,0.99848,1.00212,1.00227,1.00244,1.0391,1.03929,0.99209,0.99874,1.00276,1.03981,0.99319
20,0.9921,0.99209,0.99848,0.99874,1.00227,1.00244,1.00276,1.03929,1.03981,0.99206,0.99835,1.00277,1.0397,0.9931
20,0.99209,0.99206,0.99874,0.99835,1.00244,1.00276,1.00277,1.03981,1.0397,0.99203,0.99825,1.00295,1.0399,0.99301
20,0.99206,0.99203,0.99835,0.99825,1.00276,1.00277,1.00295,1.0397,1.0399,0.99199,0.99808,1.00298,1.0399,0.9929
20,0.99203,0.99199,0.99825,0.99808,1.00277,1.00295,1.00298,1.0399,1.0399,0.99196,0.9979,1.003,1.04002,0.99278
20,0.99199,0.99196,0.99808,0.9979,1.00295,1.00298,1.003,1.0399,1.04002,0.99191,0.99772,1.00305,1.04017,0.99267
20,0.99196,0.99191,0.9979,0.99772,1.00298,1.003,1.00305,1.04002,1.04017,0.99186,0.99723,1.00297,1.04002,0.99255
20,0.99191,0.99186,0.99772,0.99723,1.003,1.00305,1.00297,1.04017,1.04002,0.99184,0.99737,1.00318,1.04053,0.99243
20,0.99186,0.99184,0.99723,0.99737,1.00305,1.00297,1.00318,1.04002,1.04053,0.99181,0.99717,1.00324,1.0407,0.99232
20,0.99184,0.99181,0.99737,0.99717,1.00297,1.00318,1.00324,1.04053,1.0407,0.99177,0.99698,1.00334,1.04091,0.99221
20,0.99181,0.99177,0.99717,0.99698,1.00318,1.00324,1.00334,1.0407,1.04091,0.99173,0.99677,1.00342,1.04109,0.99211
20,0.99177,0.99173,0.99698,0.99677,1.00324,1.00334,1.00342,1.04091,1.04109,0.9917,0.99687,1.00367,1.04159,0.99202
20,0.99173,0.9917,0.99677,0.99687,1.00334,1.00342,1.00367,1.04109,1.04159,0.99168,0.99696,1.00389,1.04203,0.99193
20,0.9917,0.99168,0.99687,0.99696,1.00342,1.00367,1.00389,1.04159,1.04203,0.99166,0.99705,1.00411,1.04251,0.99186
20,0.99168,0.99166,0.99696,0.99705,1.00367,1.00389,1.00411,1.04203,1.04251,0.9916,0.99649,1.00404,1.04235,0.9918
20,0.99166,0.9916,0.99705,0.99649,1.00389,1.00411,1.00404,1.04251,1.04235,0.99156,0.99623,1.00411,1.04249,0.99175
20,0.9916,0.99156,0.99649,0.99623,1.00411,1.00404,1.00411,1.04235,1.04249,0.99151,0.99569,1.00405,1.04237,0.99171
20,0.99156,0.99151,0.99623,0.99569,1.00404,1.00411,1.00405,1.04249,1.04237,0.99148,0.99575,1.00428,1.04281,0.99168
20,0.99151,0.99148,0.99569,0.99575,1.00411,1.00405,1.00428,1.04237,1.04281,0.99144,0.99546,1.00435,1.04292,0.99166
20,0.99148,0.99144,0.99575,0.99546,1.00405,1.00428,1.00435,1.04281,1.04292,0.99139,0.99523,1.00447,1.04306,0.99166
20,0.99144,0.99139,0.99546,0.99523,1.00428,1.00435,1.00447,1.04292,1.04306,0.99134,0.9947,1.00445,1.04296,0.99167
20,0.99139,0.99134,0.99523,0.9947,1.00435,1.00447,1.00445,1.04306,1.04296,0.9913,0.99475,1.00471,1.04341,0.99169
20,0.99134,0.9913,0.9947,0.99475,1.00447,1.00445,1.00471,1.04296,1.04341,0.99126,0.99451,1.00483,1.04354,0.99172
20,0.9913,0.99126,0.99475,0.99451,1.00445,1.00471,1.00483,1.04341,1.04354,0.99122,0.99428,1.00496,1.0437,0.99176
20,0.99126,0.99122,0.99451,0.99428,1.00471,1.00483,1.00496,1.04354,1.0437,0.99118,0.99435,1.00521,1.04416,0.99182
20,0.99122,0.99118,0.99428,0.99435,1.00483,1.00496,1.00521,1.0437,1.04416,0.99122,0.99465,1.00533,1.04352,0.99188
20,0.99118,0.99122,0.99435,0.99465,1.00496,1.00521,1.00533,1.04416,1.04352,0.99126,0.99468,1.00538,1.04283,0.99195
20,0.99122,0.99126,0.99465,0.99468,1.00521,1.00533,1.00538,1.04352,1.04283,0.99129,0.99511,1.00564,1.04263,0.99203
20,0.99126,0.99129,0.99468,0.99511,1.00533,1.00538,1.00564,1.04283,1.04263,0.99133,0.99528,1.00557,1.04171,0.99212
20,0.99129,0.99133,0.99511,0.99528,1.00538,1.00564,1.00557,1.04263,1.04171,0.99138,0.99551,1.00564,1.04106,0.99222
20,0.99133,0.99138,0.99528,0.99551,1.00564,1.00557,1.00564,1.04171,1.04106,0.99144,0.99607,1.00579,1.04059,0.99232
20,0.99138,0.99144,0.99551,0.99607,1.00557,1.00564,1.00579,1.04106,1.04059,0.99149,0.99628,1.00588,1.03996,0.99242
20,0.99144,0.99149,0.99607,0.99628,1.00564,1.00579,1.00588,1.04059,1.03996,0.9915,0.99628,1.00592,1.03989,0.99253
20,0.99149,0.9915,0.99628,0.99628,1.00579,1.00588,1.00592,1.03996,1.03989,0.99151,0.99596,1.00579,1.03951,0.99263
20,0.9915,0.99151,0.99628,0.99596,1.00588,1.00592,1.00579,1.03989,1.03951,0.99151,0.99564,1.00565,1.03913,0.99273
20,0.99151,0.99151,0.99596,0.99564,1.00592,1.00579,1.00565,1.03951,1.03913,0.99152,0.99563,1.0057,1.03904,0.99283
20,0.99151,0.99152,0.99564,0.99563,1.00579,1.00565,1.0057,1.03913,1.03904,0.99153,0.99536,1.00559,1.0387,0.99293
20,0.99152,0.99153,0.99563,0.99536,1.00565,1.0057,1.00559,1.03904,1.0387,0.99153,0.99541,1.00565,1.03865,0.99302
20,0.99153,0.99153,0.99536,0.99541,1.0057,1.00559,1.00565,1.0387,1.03865,0.99154,0.99549,1.00574,1.03868,0.9931
20,0.99153,0.99154,0.99541,0.99549,1.00559,1.00565,1.00574,1.03865,1.03868,0.99153,0.99554,1.00579,1.03865,0.99318
20,0.99154,0.99153,0.99549,0.99554,1.00565,1.00574,1.00579,1.03868,1.03865,0.99154,0.9956,1.00586,1.03862,0.99325
20,0.99153,0.99154,0.99554,0.9956,1.00574,1.00579,1.00586,1.03865,1.03862,0.99155,0.99592,1.00602,1.03876,0.99331
20,0.99154,0.99155,0.9956,0.99592,1.00579,1.00586,1.00602,1.03862,1.03876,0.99157,0.99629,1.00623,1.03904,0.99337
20,0.99155,0.99157,0.99592,0.99629,1.00586,1.00602,1.00623,1.03876,1.03904,0.99159,0.99659,1.00639,1.03924,0.99341
20,0.99157,0.99159,0.99629,0.99659,1.00602,1.00623,1.00639,1.03904,1.03924,0.99159,0.99664,1.00645,1.03919,0.99345
20,0.99159,0.99159,0.99659,0.99664,1.00623,1.00639,1.00645,1.03924,1.03919,0.99159,0.99639,1.00636,1.03882,0.99348
20,0.99159,0.99159,0.99664,0.99639,1.00639,1.00645,1.00636,1.03919,1.03882,0.99159,0.99646,1.00644,1.0388,0.9935
20,0.99159,0.99159,0.99639,0.99646,1.00645,1.00636,1.00644,1.03882,1.0388,0.99158,0.99615,1.0063,1.0384,0.99352
20,0.99159,0.99158,0.99646,0.99615,1.00636,1.00644,1.0063,1.0388,1.0384,0.99157,0.99581,1.00615,1.03796,0.99353
20,0.99158,0.99157,0.99615,0.99581,1.00644,1.0063,1.00615,1.0384,1.03796,0.99157,0.99576,1.00614,1.03779,0.99353
20,0.99157,0.99157,0.99581,0.99576,1.0063,1.00615,1.00614,1.03796,1.03779,0.99156,0.99542,1.00599,1.03735,0.99354
20,0.99157,0.99156,0.99576,0.99542,1.00615,1.00614,1.00599,1.03779,1.03735,0.99156,0.99534,1.00596,1.03717,0.99354
20,0.99156,0.99156,0.99542,0.99534,1.00614,1.00599,1.00596,1.03735,1.03717,0.99157,0.9956,1.00611,1.03729,0.99354
20,0.99156,0.99157,0.99534,0.9956,1.00599,1.00596,1.00611,1.03717,1.03729,0.99158,0.99555,1.00608,1.03714,0.99355
20,0.99157,0.99158,0.9956,0.99555,1.00596,1.00611,1.00608,1.03729,1.03714,0.99157,0.99552,1.00608,1.03702,0.99356
20,0.99158,0.99157,0.99555,0.99552,1.00611,1.00608,1.00608,1.03714,1.03702,0.99157,0.9955,1.00606,1.03692,0.99358
20,0.99157,0.99157,0.99552,0.9955,1.00608,1.00608,1.00606,1.03702,1.03692,0.99157,0.9955,1.00605,1.03682,0.9936
20,0.99157,0.99157,0.9955,0.9955,1.00608,1.00606,1.00605,1.03692,1.03682,0.99157,0.99552,1.00605,1.03673,0.99364
20,0.99157,0.99157,0.9955,0.99552,1.00606,1.00605,1.00605,1.03682,1.03673,0.99158,0.99582,1.00616,1.03692,0.99368
20,0.99157,0.99158,0.99552,0.99582,1.00605,1.00605,1.00616,1.03673,1.03692,0.99157,0.99557,1.00604,1.03661,0.99373
20,0.99158,0.99157,0.99582,0.99557,1.00605,1.00616,1.00604,1.03692,1.03661,0.99158,0.99591,1.00618,1.03684,0.99378
20,0.99157,0.99158,0.99557,0.99591,1.00616,1.00604,1.00618,1.03661,1.03684,0.99158,0.9956,1.00605,1.03643,0.99384
20,0.99158,0.99158,0.99591,0.9956,1.00604,1.00618,1.00605,1.03684,1.03643,0.99158,0.99561,1.00608,1.03634,0.9939
20,0.99158,0.99158,0.9956,0.99561,1.00618,1.00605,1.00608,1.03643,1.03634,0.9916,0.99566,1.00612,1.0363,0.99396
20,0.99158,0.9916,0.99561,0.99566,1.00605,1.00608,1.00612,1.03634,1.0363,0.99161,0.996,1.00628,1.03652,0.99403
20,0.9916,0.99161,0.99566,0.996,1.00608,1.00612,1.00628,1.0363,1.03652,0.99163,0.99633,1.00645,1.03676,0.9941
20,0.99161,0.99163,0.996,0.99633,1.00612,1.00628,1.00645,1.03652,1.03676,0.99164,0.99666,1.00657,1.03697,0.99417
20,0.99163,0.99164,0.99633,0.99666,1.00628,1.00645,1.00657,1.03676,1.03697,0.99164,0.99635,1.00635,1.03658,0.99424
20,0.99164,0.99164,0.99666,0.99635,1.00645,1.00657,1.00635,1.03697,1.03658,0.99165,0.99637,1.00627,1.03649,0.99432
20,0.99164,0.99165,0.99635,0.99637,1.00657,1.00635,1.00627,1.03658,1.03649,0.99167,0.99668,1.00632,1.0367,0.9944
20,0.99165,0.99167,0.99637,0.99668,1.00635,1.00627,1.00632,1.03649,1.0367,0.99168,0.99672,1.00633,1.03663,0.99448
20,0.99167,0.99168,0.99668,0.99672,1.00627,1.00632,1.00633,1.0367,1.03663,0.99168,0.99646,1.0062,1.0363,0.99457
20,0.99168,0.99168,0.99672,0.99646,1.00632,1.00633,1.0062,1.03663,1.0363,0.99169,0.99679,1.00634,1.0365,0.99466
20,0.99168,0.99169,0.99646,0.99679,1.00633,1.0062,1.00634,1.0363,1.0365,0.99171,0.99681,1.00633,1.03642,0.99476
20,0.99169,0.99171,0.99679,0.99681,1.0062,1.00634,1.00633,1.0365,1.03642,0.99172,0.99689,1.00636,1.03639,0.99486
20,0.99171,0.99172,0.99681,0.99689,1.00634,1.00633,1.00636,1.03642,1.03639,0.99173,0.99697,1.00639,1.03638,0.99495
20,0.99172,0.99173,0.99689,0.99697,1.00633,1.00636,1.00639,1.03639,1.03638,0.99173,0.99707,1.00644,1.03638,0.99505
20,0.99173,0.99173,0.99697,0.99707,1.00636,1.00639,1.00644,1.03638,1.03638,0.99175,0.99743,1.0066,1.03663,0.99515
20,0.99173,0.99175,0.99707,0.99743,1.00639,1.00644,1.0066,1.03638,1.03663,0.99174,0.99717,1.00647,1.03629,0.99524
20,0.99175,0.99174,0.99743,0.99717,1.00644,1.0066,1.00647,1.03663,1.03629,0.99176,0.99751,1.00663,1.0365,0.99533
20,0.99174,0.99176,0.99717,0.99751,1.0066,1.00647,1.00663,1.03629,1.0365,0.99168,0.99707,1.00696,1.03716,0.99542
20,0.99176,0.99168,0.99751,0.99707,1.00647,1.00663,1.00696,1.0365,1.03716,0.99168,0.99694,1.00689,1.03631,0.9955
20,0.99168,0.99168,0.99707,0.99694,1.00663,1.00696,1.00689,1.03716,1.03631,0.9917,0.99692,1.00687,1.03568,0.99558
20,0.99168,0.9917,0.99694,0.99692,1.00696,1.00689,1.00687,1.03631,1.03568,0.99177,0.99726,1.007,1.03533,0.99565
20,0.9917,0.99177,0.99692,0.99726,1.00689,1.00687,1.007,1.03568,1.03533,0.9918,0.99722,1.00693,1.03485,0.99571
20,0.99177,0.9918,0.99726,0.99722,1.00687,1.007,1.00693,1.03533,1.03485,0.99181,0.99689,1.0067,1.03411,0.99577
20,0.9918,0.99181,0.99722,0.99689,1.007,1.00693,1.0067,1.03485,1.03411,0.99183,0.99672,1.00657,1.03347,0.99583
20,0.99181,0.99183,0.99689,0.99672,1.00693,1.0067,1.00657,1.03411,1.03347,0.99184,0.99685,1.00658,1.03314,0.99587
20,0.99183,0.99184,0.99672,0.99685,1.0067,1.00657,1.00658,1.03347,1.03314,0.99185,0.99666,1.00643,1.03256,0.99592
20,0.99184,0.99185,0.99685,0.99666,1.00657,1.00658,1.00643,1.03314,1.03256,0.99186,0.99681,1.00645,1.03236,0.99596
20,0.99185,0.99186,0.99666,0.99681,1.00658,1.00643,1.00645,1.03256,1.03236,0.99187,0.99667,1.00633,1.03192,0.99599
20,0.99186,0.99187,0.99681,0.99667,1.00643,1.00645,1.00633,1.03236,1.03192,0.99191,0.99712,1.00652,1.03211,0.99602
20,0.99187,0.99191,0.99667,0.99712,1.00645,1.00633,1.00652,1.03192,1.03211,0.99193,0.99749,1.00657,1.03232,0.99604
20,0.99191,0.99193,0.99712,0.99749,1.00633,1.00652,1.00657,1.03211,1.03232,0.99195,0.99785,1.00669,1.03255,0.99606
20,0.99193,0.99195,0.99749,0.99785,1.00652,1.00657,1.00669,1.03232,1.03255,0.99196,0.99792,1.00671,1.03255,0.99607
20,0.99195,0.99196,0.99785,0.99792,1.00657,1.00669,1.00671,1.03255,1.03255,0.99198,0.99827,1.00684,1.03286,0.99608
20,0.99196,0.99198,0.99792,0.99827,1.00669,1.00671,1.00684,1.03255,1.03286,0.99197,0.99828,1.00678,1.03287,0.99608
20,0.99198,0.99197,0.99827,0.99828,1.00671,1.00684,1.00678,1.03286,1.03287,0.99196,0.9983,1.00672,1.03292,0.99607
20,0.99197,0.99196,0.99828,0.9983,1.00684,1.00678,1.00672,1.03287,1.03292,0.99195,0.99837,1.00669,1.03304,0.99607
20,0.99196,0.99195,0.9983,0.99837,1.00678,1.00672,1.00669,1.03292,1.03304,0.99193,0.99815,1.00653,1.03289,0.99606
20,0.99195,0.99193,0.99837,0.99815,1.00672,1.00669,1.00653,1.03304,1.03289,0.99192,0.99821,1.00649,1.03307,0.99605
20,0.99193,0.99192,0.99815,0.99821,1.00669,1.00653,1.00649,1.03289,1.03307,0.9919,0.99798,1.00631,1.03297,0.99604
20,0.99192,0.9919,0.99821,0.99798,1.00653,1.00649,1.00631,1.03307,1.03297,0.99189,0.99804,1.00627,1.0332,0.99602
20,0.9919,0.99189,0.99798,0.99804,1.00649,1.00631,1.00627,1.03297,1.0332,0.99186,0.99782,1.0061,1.03317,0.996
20,0.99189,0.99186,0.99804,0.99782,1.00631,1.00627,1.0061,1.0332,1.03317,0.99183,0.9976,1.00593,1.03319,0.99597
20,0.99186,0.99183,0.99782,0.9976,1.00627,1.0061,1.00593,1.03317,1.03319,0.99182,0.99767,1.0059,1.0335,0.99594
20,0.99183,0.99182,0.9976,0.99767,1.0061,1.00593,1.0059,1.03319,1.0335,0.99181,0.99777,1.00588,1.03387,0.9959
20,0.99182,0.99181,0.99767,0.99777,1.00593,1.0059,1.00588,1.0335,1.03387,0.9918,0.99786,1.00587,1.03424,0.99587
20,0.99181,0.9918,0.99777,0.99786,1.0059,1.00588,1.00587,1.03387,1.03424,0.99178,0.99792,1.00583,1.03459,0.99583
20,0.9918,0.99178,0.99786,0.99792,1.00588,1.00587,1.00583,1.03424,1.03459,0.99176,0.99802,1.00582,1.03499,0.99578
20,0.99178,0.99176,0.99792,0.99802,1.00587,1.00583,1.00582,1.03459,1.03499,0.99174,0.99811,1.00583,1.0354,0.99574
20,0.99176,0.99174,0.99802,0.99811,1.00583,1.00582,1.00583,1.03499,1.0354,0.99173,0.99844,1.00592,1.03603,0.99569
20,0.99174,0.99173,0.99811,0.99844,1.00582,1.00583,1.00592,1.0354,1.03603,0.99171,0.99845,1.00587,1.0364,0.99565
20,0.99173,0.99171,0.99844,0.99845,1.00583,1.00592,1.00587,1.03603,1.0364,0.99167,0.99815,1.00567,1.03648,0.9956
20,0.99171,0.99167,0.99845,0.99815,1.00592,1.00587,1.00567,1.0364,1.03648,0.99166,0.99812,1.00561,1.03682,0.99556
20,0.99167,0.99166,0.99815,0.99812,1.00587,1.00567,1.00561,1.03648,1.03682,0.99165,0.99836,1.00569,1.03747,0.99552
20,0.99166,0.99165,0.99812,0.99836,1.00567,1.00561,1.00569,1.03682,1.03747,0.99163,0.99831,1.0056,1.03781,0.99548
20,0.99165,0.99163,0.99836,0.99831,1.00561,1.00569,1.0056,1.03747,1.03781,0.99159,0.99828,1.00555,1.03818,0.99544
20,0.99163,0.99159,0.99831,0.99828,1.00569,1.0056,1.00555,1.03781,1.03818,0.99156,0.99793,1.00532,1.03823,0.99541
20,0.99159,0.99156,0.99828,0.99793,1.0056,1.00555,1.00532,1.03818,1.03823,0.99153,0.99792,1.00527,1.03864,0.99538
20,0.99156,0.99153,0.99793,0.99792,1.00555,1.00532,1.00527,1.03823,1.03864,0.99151,0.9979,1.0052,1.03902,0.99536
20,0.99153,0.99151,0.99792,0.9979,1.00532,1.00527,1.0052,1.03864,1.03902,0.9915,0.99819,1.0053,1.03975,0.99535
20,0.99151,0.9915,0.9979,0.99819,1.00527,1.0052,1.0053,1.03902,1.03975,0.99148,0.99817,1.00525,1.04018,0.99534
20,0.9915,0.99148,0.99819,0.99817,1.0052,1.0053,1.00525,1.03975,1.04018,0.99146,0.99843,1.00535,1.04088,0.99534
20,0.99148,0.99146,0.99817,0.99843,1.0053,1.00525,1.00535,1.04018,1.04088,0.99145,0.99864,1.0054,1.04153,0.99535
20,0.99146,0.99145,0.99843,0.99864,1.00525,1.00535,1.0054,1.04088,1.04153,0.99142,0.99857,1.00534,1.04191,0.99535
20,0.99145,0.99142,0.99864,0.99857,1.00535,1.0054,1.00534,1.04153,1.04191,0.99138,0.99845,1.00527,1.04223,0.99536
20,0.99142,0.99138,0.99857,0.99845,1.0054,1.00534,1.00527,1.04191,1.04223,0.99136,0.99861,1.00532,1.04283,0.99536
