Temperature,Jsc2,Jsc3,Voc2,Voc3,FF1,FF2,FF3,Hysteresis2,Hysteresis3
95,1.02574,1.02572,1.00121,1.00124,1.05114,1.05136,1.05156,1.03354,1.03376
95,1.02572,1.02569,1.00124,1.00126,1.05136,1.05156,1.05176,1.03376,1.03393
95,1.02569,1.02565,1.00126,1.00129,1.05156,1.05176,1.05192,1.03393,1.03415
95,1.02565,1.02558,1.00129,1.0013,1.05176,1.05192,1.05235,1.03415,1.03388
95,1.02558,1.02553,1.0013,1.00129,1.05192,1.05235,1.05293,1.03388,1.03393
95,1.02553,1.02547,1.00129,1.0013,1.05235,1.05293,1.05324,1.03393,1.03393
95,1.02547,1.02542,1.0013,1.00131,1.05293,1.05324,1.05342,1.03393,1.03406
95,1.02542,1.02539,1.00131,1.00133,1.05324,1.05342,1.05358,1.03406,1.03416
95,1.02539,1.02536,1.00133,1.00136,1.05342,1.05358,1.0537,1.03416,1.03438
95,1.02536,1.02531,1.00136,1.00139,1.05358,1.0537,1.05382,1.03438,1.03451
95,1.02531,1.02527,1.00139,1.0014,1.0537,1.05382,1.05397,1.03451,1.03466
95,1.02527,1.02523,1.0014,1.00142,1.05382,1.05397,1.05411,1.03466,1.03479
95,1.02523,1.02518,1.00142,1.00143,1.05397,1.05411,1.05427,1.03479,1.0349
95,1.02518,1.02514,1.00143,1.00145,1.05411,1.05427,1.05442,1.0349,1.03507
95,1.02514,1.02508,1.00145,1.00147,1.05427,1.05442,1.05456,1.03507,1.03517
95,1.02508,1.02504,1.00147,1.00148,1.05442,1.05456,1.05472,1.03517,1.03526
95,1.02504,1.02498,1.00148,1.0015,1.05456,1.05472,1.05486,1.03526,1.03536
95,1.02498,1.02493,1.0015,1.00153,1.05472,1.05486,1.05496,1.03536,1.03548
95,1.02493,1.02487,1.00153,1.00155,1.05486,1.05496,1.05509,1.03548,1.0356
95,1.02487,1.02479,1.00155,1.00156,1.05496,1.05509,1.05521,1.0356,1.03569
95,1.02479,1.02473,1.00156,1.00159,1.05509,1.05521,1.05532,1.03569,1.03577
95,1.02473,1.02466,1.00159,1.00161,1.05521,1.05532,1.0554,1.03577,1.0359
95,1.02466,1.02459,1.00161,1.00163,1.05532,1.0554,1.05546,1.0359,1.03595
95,1.02459,1.02451,1.00163,1.00165,1.0554,1.05546,1.05554,1.03595,1.03607
95,1.02451,1.0244,1.00165,1.00167,1.05546,1.05554,1.05561,1.03607,1.03622
95,1.0244,1.02432,1.00167,1.0017,1.05554,1.05561,1.05567,1.03622,1.03634
95,1.02432,1.02424,1.0017,1.00171,1.05561,1.05567,1.05573,1.03634,1.03647
95,1.02424,1.02417,1.00171,1.00174,1.05567,1.05573,1.0558,1.03647,1.03658
95,1.02417,1.02411,1.00174,1.00175,1.05573,1.0558,1.05587,1.03658,1.0367
95,1.02411,1.02403,1.00175,1.00173,1.0558,1.05587,1.05632,1.0367,1.03684
95,1.02403,1.02394,1.00173,1.00175,1.05587,1.05632,1.05637,1.03684,1.0372
95,1.02394,1.02384,1.00175,1.00175,1.05632,1.05637,1.05646,1.0372,1.03726
95,1.02384,1.02375,1.00175,1.00182,1.05637,1.05646,1.056,1.03726,1.03714
95,1.02375,1.02367,1.00182,1.00183,1.05646,1.056,1.05621,1.03714,1.03707
95,1.02367,1.02356,1.00183,1.00183,1.056,1.05621,1.05634,1.03707,1.03733
95,1.02356,1.02348,1.00183,1.00181,1.05621,1.05634,1.05656,1.03733,1.03719
95,1.02348,1.02338,1.00181,1.00182,1.05634,1.05656,1.05655,1.03719,1.03724
95,1.02338,1.0233,1.00182,1.00182,1.05656,1.05655,1.05664,1.03724,1.03722
95,1.0233,1.02323,1.00182,1.00192,1.05655,1.05664,1.0559,1.03722,1.03743
95,1.02323,1.02314,1.00192,1.00192,1.05664,1.0559,1.05587,1.03743,1.03747
95,1.02314,1.02306,1.00192,1.00192,1.0559,1.05587,1.05589,1.03747,1.03753
95,1.02306,1.02293,1.00192,1.00189,1.05587,1.05589,1.05606,1.03753,1.03734
95,1.02293,1.02281,1.00189,1.00189,1.05589,1.05606,1.05608,1.03734,1.03736
95,1.02281,1.02268,1.00189,1.00189,1.05606,1.05608,1.05605,1.03736,1.0373
95,1.02268,1.02259,1.00189,1.00188,1.05608,1.05605,1.0561,1.0373,1.03727
95,1.02259,1.02248,1.00188,1.00187,1.05605,1.0561,1.05626,1.03727,1.03749
95,1.02248,1.02237,1.00187,1.00186,1.0561,1.05626,1.05628,1.03749,1.03757
95,1.02237,1.02227,1.00186,1.00186,1.05626,1.05628,1.0563,1.03757,1.03767
95,1.02227,1.02217,1.00186,1.00189,1.05628,1.0563,1.05625,1.03767,1.03785
95,1.02217,1.02206,1.00189,1.00189,1.0563,1.05625,1.05628,1.03785,1.03789
95,1.02206,1.02192,1.00189,1.00187,1.05625,1.05628,1.05632,1.03789,1.03785
95,1.02192,1.0218,1.00187,1.00187,1.05628,1.05632,1.05633,1.03785,1.03791
95,1.0218,1.02164,1.00187,1.00184,1.05632,1.05633,1.05666,1.03791,1.03766
95,1.02164,1.02152,1.00184,1.00181,1.05633,1.05666,1.05687,1.03766,1.03781
95,1.02152,1.02136,1.00181,1.00178,1.05666,1.05687,1.05707,1.03781,1.03816
95,1.02136,1.02122,1.00178,1.00177,1.05687,1.05707,1.05702,1.03816,1.03819
95,1.02122,1.0211,1.00177,1.00173,1.05707,1.05702,1.05699,1.03819,1.0383
95,1.0211,1.02096,1.00173,1.00173,1.05702,1.05699,1.05694,1.0383,1.03841
95,1.02096,1.0208,1.00173,1.00169,1.05699,1.05694,1.05738,1.03841,1.0387
95,1.0208,1.02066,1.00169,1.00166,1.05694,1.05738,1.05742,1.0387,1.03864
95,1.02066,1.02054,1.00166,1.00165,1.05738,1.05742,1.05737,1.03864,1.03874
95,1.02054,1.02045,1.00165,1.00168,1.05742,1.05737,1.05711,1.03874,1.03912
95,1.02045,1.0203,1.00168,1.00166,1.05737,1.05711,1.0571,1.03912,1.03916
95,1.0203,1.02018,1.00166,1.00165,1.05711,1.0571,1.05709,1.03916,1.0392
95,1.02018,1.02008,1.00165,1.00165,1.0571,1.05709,1.05706,1.0392,1.03928
95,1.02008,1.01993,1.00165,1.00163,1.05709,1.05706,1.05706,1.03928,1.03933
95,1.01993,1.01979,1.00163,1.00159,1.05706,1.05706,1.05731,1.03933,1.03907
95,1.01979,1.01971,1.00159,1.0016,1.05706,1.05731,1.05702,1.03907,1.03908
95,1.01971,1.01959,1.0016,1.00157,1.05731,1.05702,1.05711,1.03908,1.03891
95,1.01959,1.01943,1.00157,1.00151,1.05702,1.05711,1.05736,1.03891,1.03882
95,1.01943,1.01931,1.00151,1.00152,1.05711,1.05736,1.0572,1.03882,1.03912
95,1.01931,1.0192,1.00152,1.00149,1.05736,1.0572,1.05726,1.03912,1.03899
95,1.0192,1.01906,1.00149,1.00147,1.0572,1.05726,1.05723,1.03899,1.03889
95,1.01906,1.01897,1.00147,1.00149,1.05726,1.05723,1.057,1.03889,1.03909
95,1.01897,1.01886,1.00149,1.00149,1.05723,1.057,1.05686,1.03909,1.03882
95,1.01886,1.01874,1.00149,1.00151,1.057,1.05686,1.05653,1.03882,1.03921
95,1.01874,1.01865,1.00151,1.00151,1.05686,1.05653,1.05637,1.03921,1.0394
95,1.01865,1.01849,1.00151,1.00154,1.05653,1.05637,1.05642,1.0394,1.03926
95,1.01849,1.01836,1.00154,1.00153,1.05637,1.05642,1.0564,1.03926,1.03918
95,1.01836,1.01823,1.00153,1.00152,1.05642,1.0564,1.0564,1.03918,1.0391
95,1.01823,1.01812,1.00152,1.00151,1.0564,1.0564,1.05639,1.0391,1.039
95,1.01812,1.01801,1.00151,1.0015,1.0564,1.05639,1.05637,1.039,1.03897
95,1.01801,1.01792,1.0015,1.0015,1.05639,1.05637,1.05636,1.03897,1.03891
95,1.01792,1.01781,1.0015,1.00149,1.05637,1.05636,1.0564,1.03891,1.03878
95,1.01781,1.01771,1.00149,1.00149,1.05636,1.0564,1.05636,1.03878,1.03871
95,1.01771,1.01759,1.00149,1.00144,1.0564,1.05636,1.05658,1.03871,1.03863
95,1.01759,1.0175,1.00144,1.00144,1.05636,1.05658,1.0566,1.03863,1.03844
95,1.0175,1.01741,1.00144,1.0014,1.05658,1.0566,1.05666,1.03844,1.0384
95,1.01741,1.0173,1.0014,1.00139,1.0566,1.05666,1.05667,1.0384,1.03832
95,1.0173,1.0172,1.00139,1.00139,1.05666,1.05667,1.05668,1.03832,1.03819
95,1.0172,1.01709,1.00139,1.00138,1.05667,1.05668,1.05667,1.03819,1.03811
95,1.01709,1.01701,1.00138,1.00136,1.05668,1.05667,1.05671,1.03811,1.03798
95,1.01701,1.0169,1.00136,1.00136,1.05667,1.05671,1.05669,1.03798,1.03789
95,1.0169,1.01678,1.00136,1.00135,1.05671,1.05669,1.05666,1.03789,1.03782
95,1.01678,1.01671,1.00135,1.00136,1.05669,1.05666,1.05663,1.03782,1.03768
95,1.01671,1.01663,1.00136,1.00137,1.05666,1.05663,1.05657,1.03768,1.03759
95,1.01663,1.01653,1.00137,1.00138,1.05663,1.05657,1.05651,1.03759,1.03748
95,1.01653,1.01643,1.00138,1.00139,1.05657,1.05651,1.05648,1.03748,1.03743
95,1.01643,1.01633,1.00139,1.00139,1.05651,1.05648,1.05651,1.03743,1.03742
95,1.01633,1.01623,1.00139,1.00138,1.05648,1.05651,1.05655,1.03742,1.03736
95,1.01623,1.01612,1.00138,1.00139,1.05651,1.05655,1.05657,1.03736,1.03728
95,1.01612,1.01601,1.00139,1.0014,1.05655,1.05657,1.05655,1.03728,1.03726
95,1.01601,1.01592,1.0014,1.00141,1.05657,1.05655,1.05652,1.03726,1.03718
95,1.01592,1.01584,1.00141,1.00143,1.05655,1.05652,1.05652,1.03718,1.0371
95,1.01584,1.01577,1.00143,1.00144,1.05652,1.05652,1.05654,1.0371,1.03712
95,1.01577,1.01568,1.00144,1.00146,1.05652,1.05654,1.05653,1.03712,1.03716
95,1.01568,1.0156,1.00146,1.00147,1.05654,1.05653,1.05653,1.03716,1.0372
95,1.0156,1.01552,1.00147,1.0015,1.05653,1.05653,1.05649,1.0372,1.03727
95,1.01552,1.0154,1.0015,1.00152,1.05653,1.05649,1.05646,1.03727,1.03738
95,1.0154,1.01531,1.00152,1.00154,1.05649,1.05646,1.05645,1.03738,1.03737
95,1.01531,1.01523,1.00154,1.00155,1.05646,1.05645,1.05647,1.03737,1.03736
95,1.01523,1.01514,1.00155,1.00158,1.05645,1.05647,1.05647,1.03736,1.03734
95,1.01514,1.01505,1.00158,1.00161,1.05647,1.05647,1.05644,1.03734,1.03735
95,1.01505,1.01495,1.00161,1.00163,1.05647,1.05644,1.05641,1.03735,1.03735
95,1.01495,1.01482,1.00163,1.00166,1.05644,1.05641,1.05636,1.03735,1.03733
95,1.01482,1.01472,1.00166,1.00168,1.05641,1.05636,1.05632,1.03733,1.03733
95,1.01472,1.01461,1.00168,1.00171,1.05636,1.05632,1.05625,1.03733,1.03732
95,1.01461,1.0145,1.00171,1.00173,1.05632,1.05625,1.05623,1.03732,1.03738
95,1.0145,1.01442,1.00173,1.00175,1.05625,1.05623,1.05618,1.03738,1.03741
95,1.01442,1.01432,1.00175,1.00178,1.05623,1.05618,1.05612,1.03741,1.03745
95,1.01432,1.01423,1.00178,1.00179,1.05618,1.05612,1.05611,1.03745,1.03749
95,1.01423,1.01413,1.00179,1.00181,1.05612,1.05611,1.05609,1.03749,1.03752
95,1.01413,1.01402,1.00181,1.00183,1.05611,1.05609,1.05608,1.03752,1.03756
95,1.01402,1.01392,1.00183,1.00184,1.05609,1.05608,1.05611,1.03756,1.03767
95,1.01392,1.01383,1.00184,1.00186,1.05608,1.05611,1.0561,1.03767,1.03775
95,1.01383,1.01374,1.00186,1.00188,1.05611,1.0561,1.05608,1.03775,1.03775
95,1.01374,1.01365,1.00188,1.00191,1.0561,1.05608,1.05603,1.03775,1.03777
95,1.01365,1.01358,1.00191,1.00193,1.05608,1.05603,1.05602,1.03777,1.03782
95,1.01358,1.01349,1.00193,1.00194,1.05603,1.05602,1.05603,1.03782,1.03784
95,1.01349,1.0134,1.00194,1.00197,1.05602,1.05603,1.05599,1.03784,1.03786
95,1.0134,1.01328,1.00197,1.00199,1.05603,1.05599,1.05593,1.03786,1.03791
95,1.01328,1.01317,1.00199,1.002,1.05599,1.05593,1.05596,1.03791,1.03789
95,1.01317,1.0131,1.002,1.00204,1.05593,1.05596,1.05589,1.03789,1.03797
95,1.0131,1.013,1.00204,1.002,1.05596,1.05589,1.05638,1.03797,1.03813
95,1.013,1.0129,1.002,1.00198,1.05589,1.05638,1.05643,1.03813,1.03816
95,1.0129,1.01282,1.00198,1.00198,1.05638,1.05643,1.05645,1.03816,1.03814
95,1.01282,1.01271,1.00198,1.00199,1.05643,1.05645,1.05639,1.03814,1.03825
95,1.01271,1.01262,1.00199,1.00198,1.05645,1.05639,1.05645,1.03825,1.03831
95,1.01262,1.01253,1.00198,1.00199,1.05639,1.05645,1.05639,1.03831,1.03843
95,1.01253,1.01242,1.00199,1.00189,1.05645,1.05639,1.05713,1.03843,1.03838
95,1.01242,1.01233,1.00189,1.00188,1.05639,1.05713,1.05716,1.03838,1.03847
95,1.01233,1.01222,1.00188,1.00187,1.05713,1.05716,1.05715,1.03847,1.03854
95,1.01222,1.01217,1.00187,1.00186,1.05716,1.05715,1.05715,1.03854,1.03862
95,1.01217,1.01207,1.00186,1.00185,1.05715,1.05715,1.05713,1.03862,1.03867
95,1.01207,1.012,1.00185,1.00185,1.05715,1.05713,1.05713,1.03867,1.03888
95,1.012,1.01191,1.00185,1.00184,1.05713,1.05713,1.05712,1.03888,1.03901
95,1.01191,1.01182,1.00184,1.00182,1.05713,1.05712,1.05713,1.03901,1.03906
95,1.01182,1.01175,1.00182,1.00181,1.05712,1.05713,1.05707,1.03906,1.0392
95,1.01175,1.01166,1.00181,1.0018,1.05713,1.05707,1.05703,1.0392,1.03935
95,1.01166,1.01155,1.0018,1.00175,1.05707,1.05703,1.0571,1.03935,1.03932
95,1.01155,1.01146,1.00175,1.00173,1.05703,1.0571,1.0571,1.03932,1.03943
95,1.01146,1.01139,1.00173,1.0017,1.0571,1.0571,1.05712,1.03943,1.03955
95,1.01139,1.01131,1.0017,1.00169,1.0571,1.05712,1.05708,1.03955,1.0397
95,1.01131,1.01125,1.00169,1.00167,1.05712,1.05708,1.05708,1.0397,1.03983
95,1.01125,1.01118,1.00167,1.00165,1.05708,1.05708,1.05706,1.03983,1.03996
95,1.01118,1.01112,1.00165,1.00163,1.05708,1.05706,1.05703,1.03996,1.04013
95,1.01112,1.01107,1.00163,1.0016,1.05706,1.05703,1.05707,1.04013,1.04028
95,1.01107,1.01099,1.0016,1.00163,1.05703,1.05707,1.05701,1.04028,1.04043
95,1.01099,1.01094,1.00163,1.0016,1.05707,1.05701,1.05706,1.04043,1.04049
95,1.01094,1.01091,1.0016,1.00157,1.05701,1.05706,1.05706,1.04049,1.04062
95,1.01091,1.01085,1.00157,1.00155,1.05706,1.05706,1.05706,1.04062,1.04077
95,1.01085,1.01078,1.00155,1.00153,1.05706,1.05706,1.05708,1.04077,1.04086
95,1.01078,1.01069,1.00153,1.00147,1.05706,1.05708,1.05733,1.04086,1.04062
95,1.01069,1.01063,1.00147,1.00145,1.05708,1.05733,1.05734,1.04062,1.04073
95,1.01063,1.01058,1.00145,1.00143,1.05733,1.05734,1.05733,1.04073,1.04084
95,1.01058,1.01048,1.00143,1.0014,1.05734,1.05733,1.05733,1.04084,1.04091
95,1.01048,1.01045,1.0014,1.00138,1.05733,1.05733,1.05729,1.04091,1.041
95,1.01045,1.01038,1.00138,1.00136,1.05733,1.05729,1.05729,1.041,1.04105
95,1.01038,1.0103,1.00136,1.00131,1.05729,1.05729,1.05759,1.04105,1.04116
95,1.0103,1.01023,1.00131,1.00129,1.05729,1.05759,1.05755,1.04116,1.04132
95,1.01023,1.01017,1.00129,1.00128,1.05759,1.05755,1.0575,1.04132,1.04143
95,1.01017,1.01012,1.00128,1.00123,1.05755,1.0575,1.05766,1.04143,1.04125
95,1.01012,1.01008,1.00123,1.00121,1.0575,1.05766,1.05763,1.04125,1.04135
95,1.01008,1.01004,1.00121,1.0012,1.05766,1.05763,1.05758,1.04135,1.04151
95,1.01004,1.00997,1.0012,1.00116,1.05763,1.05758,1.05773,1.04151,1.04144
95,1.00997,1.00988,1.00116,1.00112,1.05758,1.05773,1.05785,1.04144,1.04176
95,1.00988,1.00979,1.00112,1.00106,1.05773,1.05785,1.05815,1.04176,1.04143
95,1.00979,1.00972,1.00106,1.00102,1.05785,1.05815,1.05827,1.04143,1.04115
95,1.00972,1.00967,1.00102,1.00099,1.05815,1.05827,1.05825,1.04115,1.04123
95,1.00967,1.00962,1.00099,1.00097,1.05827,1.05825,1.05823,1.04123,1.04126
95,1.00962,1.0096,1.00097,1.00095,1.05825,1.05823,1.05825,1.04126,1.04126
95,1.0096,1.00956,1.00095,1.00095,1.05823,1.05825,1.05821,1.04126,1.04131
95,1.00956,1.00952,1.00095,1.00094,1.05825,1.05821,1.0582,1.04131,1.04136
95,1.00952,1.00948,1.00094,1.00092,1.05821,1.0582,1.05821,1.04136,1.04139
95,1.00948,1.00943,1.00092,1.00091,1.0582,1.05821,1.05821,1.04139,1.04142
95,1.00943,1.0094,1.00091,1.00091,1.05821,1.05821,1.05818,1.04142,1.04146
95,1.0094,1.00935,1.00091,1.00091,1.05821,1.05818,1.05817,1.04146,1.0415
95,1.00935,1.00926,1.00091,1.00091,1.05818,1.05817,1.05811,1.0415,1.04146
95,1.00926,1.0092,1.00091,1.00092,1.05817,1.05811,1.05808,1.04146,1.04145
95,1.0092,1.00915,1.00092,1.00092,1.05811,1.05808,1.05804,1.04145,1.04147
95,1.00915,1.00911,1.00092,1.00093,1.05808,1.05804,1.05794,1.04147,1.04148
95,1.00911,1.00908,1.00093,1.00094,1.05804,1.05794,1.05787,1.04148,1.04156
95,1.00908,1.00899,1.00094,1.00096,1.05794,1.05787,1.05779,1.04156,1.0417
95,1.00899,1.00894,1.00096,1.00096,1.05787,1.05779,1.05779,1.0417,1.04173
95,1.00894,1.00888,1.00096,1.00096,1.05779,1.05779,1.05781,1.04173,1.04172
95,1.00888,1.00882,1.00096,1.00096,1.05779,1.05781,1.05784,1.04172,1.0418
95,1.00882,1.00873,1.00096,1.00096,1.05781,1.05784,1.05785,1.0418,1.04189
95,1.00873,1.00869,1.00096,1.00096,1.05784,1.05785,1.05785,1.04189,1.04199
95,1.00869,1.00863,1.00096,1.00097,1.05785,1.05785,1.05781,1.04199,1.04207
95,1.00863,1.00861,1.00097,1.00099,1.05785,1.05781,1.0578,1.04207,1.04207
95,1.00861,1.00853,1.00099,1.00102,1.05781,1.0578,1.05769,1.04207,1.04212
95,1.00853,1.00845,1.00102,1.00105,1.0578,1.05769,1.05762,1.04212,1.04214
95,1.00845,1.00838,1.00105,1.00107,1.05769,1.05762,1.0576,1.04214,1.04211
95,1.00838,1.00824,1.00107,1.00123,1.05762,1.0576,1.05712,1.04211,1.04263
95,1.00824,1.00819,1.00123,1.00123,1.0576,1.05712,1.05704,1.04263,1.04279
95,1.00819,1.00814,1.00123,1.00122,1.05712,1.05704,1.05701,1.04279,1.04281
95,1.00814,1.00811,1.00122,1.0012,1.05704,1.05701,1.05703,1.04281,1.04289
95,1.00811,1.00806,1.0012,1.00118,1.05701,1.05703,1.05705,1.04289,1.04291
95,1.00806,1.00799,1.00118,1.00116,1.05703,1.05705,1.05711,1.04291,1.04278
95,1.00799,1.00795,1.00116,1.00114,1.05705,1.05711,1.05711,1.04278,1.04275
95,1.00795,1.00787,1.00114,1.00113,1.05711,1.05711,1.05706,1.04275,1.04267
95,1.00787,1.00779,1.00113,1.00112,1.05711,1.05706,1.05701,1.04267,1.04276
95,1.00779,1.00773,1.00112,1.00111,1.05706,1.05701,1.05698,1.04276,1.04285
