Temperature,Jsc2,Jsc3,Voc2,Voc3,FF1,FF2,FF3,Hysteresis2,Hysteresis3
50,1.00119,1.00106,1.00522,1.00519,0.99868,0.99857,0.99845,0.97647,0.97633
50,1.00106,1.00105,1.00519,1.00516,0.99857,0.99845,0.99833,0.97633,0.97625
50,1.00105,1.00109,1.00516,1.00516,0.99845,0.99833,0.99821,0.97625,0.97612
50,1.00109,1.00071,1.00516,1.00514,0.99833,0.99821,0.99809,0.97612,0.97589
50,1.00071,1.0006,1.00514,1.00514,0.99821,0.99809,0.99797,0.97589,0.97584
50,1.0006,1.00039,1.00514,1.00511,0.99809,0.99797,0.99785,0.97584,0.97569
50,1.00039,1.00072,1.00511,1.00508,0.99797,0.99785,0.99774,0.97569,0.97554
50,1.00072,0.99947,1.00508,1.00506,0.99785,0.99774,0.99762,0.97554,0.97541
50,0.99947,1.00012,1.00506,1.00503,0.99774,0.99762,0.9975,0.97541,0.97521
50,1.00012,1.00065,1.00503,1.00504,0.99762,0.9975,0.99739,0.97521,0.97506
50,1.00065,1.00003,1.00504,1.00499,0.9975,0.99739,0.99727,0.97506,0.97489
50,1.00003,0.99995,1.00499,1.00497,0.99739,0.99727,0.99716,0.97489,0.97475
50,0.99995,1.00014,1.00497,1.00497,0.99727,0.99716,0.99704,0.97475,0.97459
50,1.00014,1.00077,1.00497,1.00495,0.99716,0.99704,0.99693,0.97459,0.9743
50,1.00077,1.00065,1.00495,1.0049,0.99704,0.99693,0.99681,0.9743,0.97411
50,1.00065,0.99988,1.0049,1.00491,0.99693,0.99681,0.9967,0.97411,0.97387
50,0.99988,0.99947,1.00491,1.0049,0.99681,0.9967,0.99659,0.97387,0.97372
50,0.99947,0.99926,1.0049,1.00488,0.9967,0.99659,0.99647,0.97372,0.9735
50,0.99926,0.99942,1.00488,1.00486,0.99659,0.99647,0.99636,0.9735,0.97338
50,0.99942,0.99956,1.00486,1.00488,0.99647,0.99636,0.99625,0.97338,0.97322
50,0.99956,0.99956,1.00488,1.00483,0.99636,0.99625,0.99613,0.97322,0.97308
50,0.99956,0.99994,1.00483,1.00482,0.99625,0.99613,0.99602,0.97308,0.97298
50,0.99994,0.99971,1.00482,1.00481,0.99613,0.99602,0.99591,0.97298,0.97283
50,0.99971,0.99991,1.00481,1.0048,0.99602,0.99591,0.99579,0.97283,0.97277
50,0.99991,0.99951,1.0048,1.00482,0.99591,0.99579,0.99568,0.97277,0.97263
50,0.99951,0.99961,1.00482,1.00485,0.99579,0.99568,0.99556,0.97263,0.9725
50,0.99961,0.99883,1.00485,1.00486,0.99568,0.99556,0.99545,0.9725,0.97235
50,0.99883,0.9996,1.00486,1.00488,0.99556,0.99545,0.99533,0.97235,0.97217
50,0.9996,0.99917,1.00488,1.00484,0.99545,0.99533,0.99521,0.97217,0.972
50,0.99917,0.99905,1.00484,1.00482,0.99533,0.99521,0.9951,0.972,0.97195
50,0.99905,0.99916,1.00482,1.00483,0.99521,0.9951,0.99498,0.97195,0.9718
50,0.99916,0.99955,1.00483,1.00482,0.9951,0.99498,0.99486,0.9718,0.9717
50,0.99955,0.99881,1.00482,1.00481,0.99498,0.99486,0.99474,0.9717,0.9716
50,0.99881,0.99961,1.00481,1.0048,0.99486,0.99474,0.99461,0.9716,0.97153
50,0.99961,1.00009,1.0048,1.00483,0.99474,0.99461,0.99449,0.97153,0.97145
50,1.00009,0.99983,1.00483,1.00486,0.99461,0.99449,0.99437,0.97145,0.97127
50,0.99983,0.99932,1.00486,1.00482,0.99449,0.99437,0.99424,0.97127,0.97121
50,0.99932,0.99991,1.00482,1.00483,0.99437,0.99424,0.99412,0.97121,0.97108
50,0.99991,0.99945,1.00483,1.00483,0.99424,0.99412,0.99399,0.97108,0.97095
50,0.99945,0.99904,1.00483,1.0048,0.99412,0.99399,0.99386,0.97095,0.97078
50,0.99904,0.99957,1.0048,1.00478,0.99399,0.99386,0.99373,0.97078,0.97072
50,0.99957,0.99938,1.00478,1.00481,0.99386,0.99373,0.9936,0.97072,0.97067
50,0.99938,0.99984,1.00481,1.00482,0.99373,0.9936,0.99347,0.97067,0.97039
50,0.99984,0.99982,1.00482,1.00479,0.9936,0.99347,0.99334,0.97039,0.97031
50,0.99982,0.99953,1.00479,1.00479,0.99347,0.99334,0.99321,0.97031,0.97015
50,0.99953,0.99998,1.00479,1.00483,0.99334,0.99321,0.99308,0.97015,0.97008
50,0.99998,0.99968,1.00483,1.0048,0.99321,0.99308,0.99294,0.97008,0.96991
50,0.99968,0.9994,1.0048,1.00481,0.99308,0.99294,0.99281,0.96991,0.96988
50,0.9994,0.99981,1.00481,1.00482,0.99294,0.99281,0.99267,0.96988,0.96984
50,0.99981,0.99954,1.00482,1.00487,0.99281,0.99267,0.99254,0.96984,0.96959
50,0.99954,1.00007,1.00487,1.00487,0.99267,0.99254,0.9924,0.96959,0.96948
50,1.00007,1.00007,1.00487,1.00486,0.99254,0.9924,0.99227,0.96948,0.96938
50,1.00007,0.99986,1.00486,1.0049,0.9924,0.99227,0.99213,0.96938,0.96916
50,0.99986,0.99952,1.0049,1.00487,0.99227,0.99213,0.99199,0.96916,0.96905
50,0.99952,1.00008,1.00487,1.00492,0.99213,0.99199,0.99185,0.96905,0.96902
50,1.00008,0.99952,1.00492,1.0049,0.99199,0.99185,0.99172,0.96902,0.96876
50,0.99952,0.9996,1.0049,1.0049,0.99185,0.99172,0.99158,0.96876,0.96863
50,0.9996,0.99989,1.0049,1.0049,0.99172,0.99158,0.99145,0.96863,0.96852
50,0.99989,0.99988,1.0049,1.00495,0.99158,0.99145,0.99131,0.96852,0.96843
50,0.99988,0.99952,1.00495,1.00494,0.99145,0.99131,0.99117,0.96843,0.96817
50,0.99952,0.99999,1.00494,1.00496,0.99131,0.99117,0.99104,0.96817,0.96813
50,0.99999,1,1.00496,1.00497,0.99117,0.99104,0.99091,0.96813,0.968
50,1,0.99937,1.00497,1.00496,0.99104,0.99091,0.99077,0.968,0.96786
50,0.99937,0.99935,1.00496,1.00503,0.99091,0.99077,0.99064,0.96786,0.96772
50,0.99935,0.99946,1.00503,1.00507,0.99077,0.99064,0.99051,0.96772,0.96749
50,0.99946,0.99941,1.00507,1.00502,0.99064,0.99051,0.99038,0.96749,0.96745
50,0.99941,0.99986,1.00502,1.005,0.99051,0.99038,0.99026,0.96745,0.96722
50,0.99986,0.99954,1.005,1.00504,0.99038,0.99026,0.99013,0.96722,0.96704
50,0.99954,0.99986,1.00504,1.00501,0.99026,0.99013,0.99001,0.96704,0.96703
50,0.99986,1.00008,1.00501,1.005,0.99013,0.99001,0.98989,0.96703,0.96691
50,1.00008,0.99931,1.005,1.00501,0.99001,0.98989,0.98977,0.96691,0.96688
50,0.99931,0.99971,1.00501,1.00502,0.98989,0.98977,0.98965,0.96688,0.96677
50,0.99971,0.9999,1.00502,1.00502,0.98977,0.98965,0.98954,0.96677,0.96685
50,0.9999,0.9998,1.00502,1.00505,0.98965,0.98954,0.98943,0.96685,0.96687
50,0.9998,0.99922,1.00505,1.00501,0.98954,0.98943,0.98932,0.96687,0.96665
50,0.99922,0.99991,1.00501,1.00505,0.98943,0.98932,0.98921,0.96665,0.96655
50,0.99991,1.00002,1.00505,1.00504,0.98932,0.98921,0.98911,0.96655,0.96647
50,1.00002,1.00003,1.00504,1.00498,0.98921,0.98911,0.98901,0.96647,0.96647
50,1.00003,0.99909,1.00498,1.005,0.98911,0.98901,0.98892,0.96647,0.9664
50,0.99909,0.99953,1.005,1.00496,0.98901,0.98892,0.98883,0.9664,0.96633
50,0.99953,0.99885,1.00496,1.00495,0.98892,0.98883,0.98874,0.96633,0.96629
50,0.99885,1.00006,1.00495,1.00493,0.98883,0.98874,0.98865,0.96629,0.9662
50,1.00006,0.99908,1.00493,1.00492,0.98874,0.98865,0.98857,0.9662,0.96597
50,0.99908,0.99996,1.00492,1.00489,0.98865,0.98857,0.9885,0.96597,0.96593
50,0.99996,1.0001,1.00489,1.00488,0.98857,0.9885,0.98843,0.96593,0.96597
50,1.0001,0.99929,1.00488,1.00488,0.9885,0.98843,0.98836,0.96597,0.9659
50,0.99929,0.99943,1.00488,1.00483,0.98843,0.98836,0.9883,0.9659,0.96591
50,0.99943,0.99893,1.00483,1.00479,0.98836,0.9883,0.98824,0.96591,0.96576
50,0.99893,0.99965,1.00479,1.00478,0.9883,0.98824,0.98819,0.96576,0.9657
50,0.99965,0.99906,1.00478,1.00474,0.98824,0.98819,0.98814,0.9657,0.96553
50,0.99906,0.99942,1.00474,1.00472,0.98819,0.98814,0.9881,0.96553,0.96547
50,0.99942,0.99911,1.00472,1.00471,0.98814,0.9881,0.98807,0.96547,0.9654
50,0.99911,0.99919,1.00471,1.00474,0.9881,0.98807,0.98804,0.9654,0.96523
50,0.99919,0.99898,1.00474,1.0047,0.98807,0.98804,0.98801,0.96523,0.96516
50,0.99898,0.99852,1.0047,1.0047,0.98804,0.98801,0.98799,0.96516,0.96509
50,0.99852,0.99824,1.0047,1.00467,0.98801,0.98799,0.98798,0.96509,0.96501
50,0.99824,0.99774,1.00467,1.00467,0.98799,0.98798,0.98797,0.96501,0.9649
50,0.99774,0.99796,1.00467,1.00462,0.98798,0.98797,0.98797,0.9649,0.96481
50,0.99796,0.99628,1.00462,1.00462,0.98797,0.98797,0.98797,0.96481,0.96454
50,0.99628,0.99813,1.00462,1.00464,0.98797,0.98797,0.98798,0.96454,0.96456
50,0.99813,0.99839,1.00464,1.00469,0.98797,0.98798,0.988,0.96456,0.96458
50,0.99839,0.99771,1.00469,1.00471,0.98798,0.988,0.98802,0.96458,0.96461
50,0.99771,0.99742,1.00471,1.00469,0.988,0.98802,0.98805,0.96461,0.96454
50,0.99742,0.99795,1.00469,1.00467,0.98802,0.98805,0.98808,0.96454,0.96446
50,0.99795,0.99801,1.00467,1.00465,0.98805,0.98808,0.98813,0.96446,0.96448
50,0.99801,0.99756,1.00465,1.00467,0.98808,0.98813,0.98817,0.96448,0.96447
50,0.99756,0.99782,1.00467,1.00467,0.98813,0.98817,0.98822,0.96447,0.96439
50,0.99782,0.99826,1.00467,1.0047,0.98817,0.98822,0.98828,0.96439,0.9642
50,0.99826,0.99741,1.0047,1.00473,0.98822,0.98828,0.98835,0.9642,0.96409
50,0.99741,0.99688,1.00473,1.00472,0.98828,0.98835,0.98842,0.96409,0.96409
50,0.99688,0.99798,1.00472,1.00475,0.98835,0.98842,0.98849,0.96409,0.96398
50,0.99798,0.99749,1.00475,1.00478,0.98842,0.98849,0.98858,0.96398,0.96415
50,0.99749,0.99713,1.00478,1.00482,0.98849,0.98858,0.98866,0.96415,0.96404
50,0.99713,0.997,1.00482,1.00485,0.98858,0.98866,0.98876,0.96404,0.96392
50,0.997,0.99739,1.00485,1.00488,0.98866,0.98876,0.98886,0.96392,0.96391
50,0.99739,0.99722,1.00488,1.00494,0.98876,0.98886,0.98896,0.96391,0.96381
50,0.99722,0.99655,1.00494,1.00497,0.98886,0.98896,0.98907,0.96381,0.96385
50,0.99655,0.99842,1.00497,1.00502,0.98896,0.98907,0.98919,0.96385,0.96378
50,0.99842,0.99756,1.00502,1.00507,0.98907,0.98919,0.98931,0.96378,0.96382
50,0.99756,0.99699,1.00507,1.00511,0.98919,0.98931,0.98943,0.96382,0.96378
50,0.99699,0.9973,1.00511,1.00513,0.98931,0.98943,0.98956,0.96378,0.96381
50,0.9973,0.99695,1.00513,1.00519,0.98943,0.98956,0.9897,0.96381,0.96369
50,0.99695,0.99691,1.00519,1.00522,0.98956,0.9897,0.98984,0.96369,0.96356
50,0.99691,0.99722,1.00522,1.00524,0.9897,0.98984,0.98998,0.96356,0.96335
50,0.99722,0.99721,1.00524,1.00526,0.98984,0.98998,0.99013,0.96335,0.96326
50,0.99721,0.99741,1.00526,1.00528,0.98998,0.99013,0.99028,0.96326,0.96318
50,0.99741,0.99743,1.00528,1.00526,0.99013,0.99028,0.99043,0.96318,0.96305
50,0.99743,0.99653,1.00526,1.00528,0.99028,0.99043,0.99059,0.96305,0.96295
50,0.99653,0.99738,1.00528,1.00529,0.99043,0.99059,0.99075,0.96295,0.96294
50,0.99738,0.99759,1.00529,1.00533,0.99059,0.99075,0.99092,0.96294,0.96293
50,0.99759,0.99682,1.00533,1.00534,0.99075,0.99092,0.99108,0.96293,0.96282
50,0.99682,0.99695,1.00534,1.00531,0.99092,0.99108,0.99125,0.96282,0.96258
50,0.99695,0.99737,1.00531,1.00536,0.99108,0.99125,0.99143,0.96258,0.96239
50,0.99737,0.99744,1.00536,1.00536,0.99125,0.99143,0.9916,0.96239,0.96227
50,0.99744,0.9974,1.00536,1.00533,0.99143,0.9916,0.99178,0.96227,0.96216
50,0.9974,0.99641,1.00533,1.00534,0.9916,0.99178,0.99195,0.96216,0.96201
50,0.99641,0.99744,1.00534,1.00532,0.99178,0.99195,0.99213,0.96201,0.96194
50,0.99744,0.99687,1.00532,1.00536,0.99195,0.99213,0.99231,0.96194,0.96188
50,0.99687,0.99698,1.00536,1.00536,0.99213,0.99231,0.99249,0.96188,0.96163
50,0.99698,0.9973,1.00536,1.00534,0.99231,0.99249,0.99267,0.96163,0.96145
50,0.9973,0.99741,1.00534,1.0053,0.99249,0.99267,0.99285,0.96145,0.9613
50,0.99741,0.9974,1.0053,1.00536,0.99267,0.99285,0.99303,0.9613,0.96116
50,0.9974,0.99735,1.00536,1.00537,0.99285,0.99303,0.99321,0.96116,0.96105
50,0.99735,0.9969,1.00537,1.00537,0.99303,0.99321,0.99339,0.96105,0.96101
50,0.9969,0.998,1.00537,1.00539,0.99321,0.99339,0.99357,0.96101,0.9609
50,0.998,0.99777,1.00539,1.00538,0.99339,0.99357,0.99375,0.9609,0.96089
50,0.99777,0.99794,1.00538,1.00537,0.99357,0.99375,0.99392,0.96089,0.96077
50,0.99794,0.99743,1.00537,1.00542,0.99375,0.99392,0.9941,0.96077,0.96066
50,0.99743,0.99752,1.00542,1.00542,0.99392,0.9941,0.99427,0.96066,0.96055
50,0.99752,0.99763,1.00542,1.0054,0.9941,0.99427,0.99444,0.96055,0.96044
50,0.99763,0.99771,1.0054,1.00537,0.99427,0.99444,0.99461,0.96044,0.96045
50,0.99771,0.99781,1.00537,1.00535,0.99444,0.99461,0.99477,0.96045,0.96024
50,0.99781,0.99769,1.00535,1.00535,0.99461,0.99477,0.99493,0.96024,0.96012
50,0.99769,0.99743,1.00535,1.00538,0.99477,0.99493,0.99509,0.96012,0.96012
50,0.99743,0.99722,1.00538,1.00544,0.99493,0.99509,0.99524,0.96012,0.95999
50,0.99722,0.99743,1.00544,1.00538,0.99509,0.99524,0.99539,0.95999,0.9598
50,0.99743,0.99703,1.00538,1.00542,0.99524,0.99539,0.99553,0.9598,0.95982
50,0.99703,0.9972,1.00542,1.00544,0.99539,0.99553,0.99567,0.95982,0.95972
50,0.9972,0.99801,1.00544,1.00545,0.99553,0.99567,0.99581,0.95972,0.95957
50,0.99801,0.99706,1.00545,1.00548,0.99567,0.99581,0.99594,0.95957,0.95943
50,0.99706,0.99764,1.00548,1.00553,0.99581,0.99594,0.99607,0.95943,0.95942
50,0.99764,0.99678,1.00553,1.00556,0.99594,0.99607,0.99619,0.95942,0.95922
50,0.99678,0.9974,1.00556,1.00555,0.99607,0.99619,0.99631,0.95922,0.95913
50,0.9974,0.99761,1.00555,1.00561,0.99619,0.99631,0.99642,0.95913,0.95903
50,0.99761,0.9976,1.00561,1.00553,0.99631,0.99642,0.99652,0.95903,0.95893
50,0.9976,0.99745,1.00553,1.00549,0.99642,0.99652,0.99663,0.95893,0.95895
50,0.99745,0.99716,1.00549,1.00553,0.99652,0.99663,0.99672,0.95895,0.95885
50,0.99716,0.99729,1.00553,1.00554,0.99663,0.99672,0.99681,0.95885,0.95886
50,0.99729,0.99833,1.00554,1.00551,0.99672,0.99681,0.9969,0.95886,0.95888
50,0.99833,0.99824,1.00551,1.00553,0.99681,0.9969,0.99698,0.95888,0.95869
50,0.99824,0.99719,1.00553,1.00556,0.9969,0.99698,0.99706,0.95869,0.95861
50,0.99719,0.99764,1.00556,1.00555,0.99698,0.99706,0.99713,0.95861,0.9585
50,0.99764,0.99738,1.00555,1.00551,0.99706,0.99713,0.99719,0.9585,0.95846
50,0.99738,0.99732,1.00551,1.0055,0.99713,0.99719,0.99726,0.95846,0.95821
50,0.99732,0.99707,1.0055,1.00548,0.99719,0.99726,0.99731,0.95821,0.95814
50,0.99707,0.99733,1.00548,1.0055,0.99726,0.99731,0.99736,0.95814,0.95818
50,0.99733,0.99613,1.0055,1.00548,0.99731,0.99736,0.99741,0.95818,0.95805
50,0.99613,0.99712,1.00548,1.00549,0.99736,0.99741,0.99746,0.95805,0.95781
50,0.99712,0.99763,1.00549,1.0055,0.99741,0.99746,0.99749,0.95781,0.95795
50,0.99763,0.99683,1.0055,1.00545,0.99746,0.99749,0.99753,0.95795,0.95785
50,0.99683,0.99696,1.00545,1.0055,0.99749,0.99753,0.99756,0.95785,0.95785
50,0.99696,0.99622,1.0055,1.00548,0.99753,0.99756,0.99759,0.95785,0.9577
50,0.99622,0.99679,1.00548,1.00548,0.99756,0.99759,0.99761,0.9577,0.95765
50,0.99679,0.99595,1.00548,1.00547,0.99759,0.99761,0.99763,0.95765,0.95755
50,0.99595,0.9964,1.00547,1.00552,0.99761,0.99763,0.99765,0.95755,0.95736
50,0.9964,0.99637,1.00552,1.00551,0.99763,0.99765,0.99766,0.95736,0.9573
50,0.99637,0.99659,1.00551,1.0055,0.99765,0.99766,0.99767,0.9573,0.95748
50,0.99659,0.99628,1.0055,1.00554,0.99766,0.99767,0.99768,0.95748,0.95729
50,0.99628,0.99638,1.00554,1.00553,0.99767,0.99768,0.99769,0.95729,0.95722
50,0.99638,0.99579,1.00553,1.00552,0.99768,0.99769,0.99769,0.95722,0.95728
50,0.99579,0.996,1.00552,1.00555,0.99769,0.99769,0.99769,0.95728,0.95743
50,0.996,0.99609,1.00555,1.00555,0.99769,0.99769,0.99768,0.95743,0.95732
50,0.99609,0.99489,1.00555,1.00558,0.99769,0.99768,0.99768,0.95732,0.9571
50,0.99489,0.99604,1.00558,1.00554,0.99768,0.99768,0.99767,0.9571,0.95656
50,0.99604,0.99588,1.00554,1.00558,0.99768,0.99767,0.99766,0.95656,0.9564
50,0.99588,0.99559,1.00558,1.00558,0.99767,0.99766,0.99765,0.9564,0.95652
50,0.99559,0.99465,1.00558,1.00562,0.99766,0.99765,0.99763,0.95652,0.95638
50,0.99465,0.99675,1.00562,1.00562,0.99765,0.99763,0.99761,0.95638,0.95631
50,0.99675,0.99538,1.00562,1.00562,0.99763,0.99761,0.9976,0.95631,0.95624
50,0.99538,0.99504,1.00562,1.00566,0.99761,0.9976,0.99757,0.95624,0.95638
50,0.99504,0.99522,1.00566,1.00562,0.9976,0.99757,0.99755,0.95638,0.95626
50,0.99522,0.99522,1.00562,1.00558,0.99757,0.99755,0.99753,0.95626,0.95626
50,0.99522,0.99547,1.00558,1.00556,0.99755,0.99753,0.9975,0.95626,0.95622
50,0.99547,0.99552,1.00556,1.00557,0.99753,0.9975,0.99747,0.95622,0.95608
50,0.99552,0.99585,1.00557,1.00557,0.9975,0.99747,0.99744,0.95608,0.95675
50,0.99585,0.99552,1.00557,1.00559,0.99747,0.99744,0.99741,0.95675,0.95663
50,0.99552,0.99511,1.00559,1.00557,0.99744,0.99741,0.99737,0.95663,0.95642
50,0.99511,0.99477,1.00557,1.00561,0.99741,0.99737,0.99734,0.95642,0.95632
50,0.99477,0.99511,1.00561,1.00563,0.99737,0.99734,0.9973,0.95632,0.95653
50,0.99511,0.99601,1.00563,1.00564,0.99734,0.9973,0.99726,0.95653,0.95633
50,0.99601,0.99541,1.00564,1.0057,0.9973,0.99726,0.99722,0.95633,0.95623
50,0.99541,0.99568,1.0057,1.00568,0.99726,0.99722,0.99718,0.95623,0.95615
50,0.99568,0.99426,1.00568,1.0057,0.99722,0.99718,0.99713,0.95615,0.95582
50,0.99426,0.9949,1.0057,1.00571,0.99718,0.99713,0.99709,0.95582,0.95572
50,0.9949,0.99437,1.00571,1.00573,0.99713,0.99709,0.99704,0.95572,0.95598
50,0.99437,0.99454,1.00573,1.00571,0.99709,0.99704,0.99699,0.95598,0.95577
50,0.99454,0.99404,1.00571,1.00572,0.99704,0.99699,0.99694,0.95577,0.95575
50,0.99404,0.99508,1.00572,1.00573,0.99699,0.99694,0.99689,0.95575,0.95564
50,0.99508,0.99479,1.00573,1.00571,0.99694,0.99689,0.99683,0.95564,0.95541
50,0.99479,0.99482,1.00571,1.00568,0.99689,0.99683,0.99677,0.95541,0.95581
50,0.99482,0.99467,1.00568,1.00569,0.99683,0.99677,0.99672,0.95581,0.95556
50,0.99467,0.99438,1.00569,1.0057,0.99677,0.99672,0.99666,0.95556,0.95539
50,0.99438,0.99475,1.0057,1.0057,0.99672,0.99666,0.9966,0.95539,0.95528
50,0.99475,0.99509,1.0057,1.0057,0.99666,0.9966,0.99653,0.95528,0.95515
50,0.99509,0.9956,1.0057,1.00566,0.9966,0.99653,0.99647,0.95515,0.95504
50,0.9956,0.99421,1.00566,1.00566,0.99653,0.99647,0.9964,0.95504,0.95498
50,0.99421,0.99505,1.00566,1.00565,0.99647,0.9964,0.99634,0.95498,0.95484
50,0.99505,0.99512,1.00565,1.00563,0.9964,0.99634,0.99627,0.95484,0.95461
50,0.99512,0.99445,1.00563,1.00562,0.99634,0.99627,0.9962,0.95461,0.9544
50,0.99445,0.99495,1.00562,1.00561,0.99627,0.9962,0.99612,0.9544,0.95424
50,0.99495,0.99421,1.00561,1.00555,0.9962,0.99612,0.99605,0.95424,0.954
50,0.99421,0.99457,1.00555,1.00554,0.99612,0.99605,0.99598,0.954,0.95388
50,0.99457,0.99554,1.00554,1.0055,0.99605,0.99598,0.9959,0.95388,0.95378
50,0.99554,0.99537,1.0055,1.00547,0.99598,0.9959,0.99582,0.95378,0.95378
50,0.99537,0.99581,1.00547,1.00545,0.9959,0.99582,0.99574,0.95378,0.95361
50,0.99581,0.99506,1.00545,1.00547,0.99582,0.99574,0.99566,0.95361,0.95353
50,0.99506,0.99507,1.00547,1.00545,0.99574,0.99566,0.99558,0.95353,0.95339
50,0.99507,0.99505,1.00545,1.00546,0.99566,0.99558,0.9955,0.95339,0.95346
50,0.99505,0.99488,1.00546,1.00543,0.99558,0.9955,0.99542,0.95346,0.95321
50,0.99488,0.99548,1.00543,1.00543,0.9955,0.99542,0.99534,0.95321,0.95317
50,0.99548,0.99496,1.00543,1.00543,0.99542,0.99534,0.99525,0.95317,0.95313
50,0.99496,0.99534,1.00543,1.00545,0.99534,0.99525,0.99517,0.95313,0.95324
50,0.99534,0.99527,1.00545,1.00549,0.99525,0.99517,0.99509,0.95324,0.95322
50,0.99527,0.99491,1.00549,1.00542,0.99517,0.99509,0.995,0.95322,0.95308
50,0.99491,0.99535,1.00542,1.00541,0.99509,0.995,0.99492,0.95308,0.95296
50,0.99535,0.99485,1.00541,1.00538,0.995,0.99492,0.99483,0.95296,0.95282
50,0.99485,0.99497,1.00538,1.0054,0.99492,0.99483,0.99475,0.95282,0.9528
50,0.99497,0.99558,1.0054,1.00539,0.99483,0.99475,0.99467,0.9528,0.9527
50,0.99558,0.99519,1.00539,1.00531,0.99475,0.99467,0.99458,0.9527,0.9527
50,0.99519,0.99555,1.00531,1.00527,0.99467,0.99458,0.9945,0.9527,0.95274
50,0.99555,0.99518,1.00527,1.00524,0.99458,0.9945,0.99442,0.95274,0.95267
50,0.99518,0.99438,1.00524,1.00521,0.9945,0.99442,0.99433,0.95267,0.95269
50,0.99438,0.99524,1.00521,1.00519,0.99442,0.99433,0.99425,0.95269,0.9527
50,0.99524,0.99503,1.00519,1.0052,0.99433,0.99425,0.99418,0.9527,0.95273
50,0.99503,0.99512,1.0052,1.00522,0.99425,0.99418,0.9941,0.95273,0.95273
50,0.99512,0.99556,1.00522,1.00517,0.99418,0.9941,0.99402,0.95273,0.95278
50,0.99556,0.99468,1.00517,1.00516,0.9941,0.99402,0.99395,0.95278,0.95287
50,0.99468,0.99554,1.00516,1.00516,0.99402,0.99395,0.99387,0.95287,0.9529
50,0.99554,0.9949,1.00516,1.00514,0.99395,0.99387,0.9938,0.9529,0.95302
50,0.9949,0.99496,1.00514,1.00513,0.99387,0.9938,0.99373,0.95302,0.95323
50,0.99496,0.99494,1.00513,1.00508,0.9938,0.99373,0.99367,0.95323,0.95332
50,0.99494,0.9944,1.00508,1.00507,0.99373,0.99367,0.9936,0.95332,0.95332
50,0.9944,0.99491,1.00507,1.00503,0.99367,0.9936,0.99354,0.95332,0.95345
50,0.99491,0.9952,1.00503,1.00505,0.9936,0.99354,0.99349,0.95345,0.95351
50,0.9952,0.99501,1.00505,1.00501,0.99354,0.99349,0.99343,0.95351,0.95353
50,0.99501,0.9953,1.00501,1.00502,0.99349,0.99343,0.99338,0.95353,0.95355
50,0.9953,0.99536,1.00502,1.00502,0.99343,0.99338,0.99334,0.95355,0.95354
50,0.99536,0.99516,1.00502,1.00497,0.99338,0.99334,0.99329,0.95354,0.95354
50,0.99516,0.99466,1.00497,1.005,0.99334,0.99329,0.99325,0.95354,0.95353
50,0.99466,0.99502,1.005,1.00503,0.99329,0.99325,0.99322,0.95353,0.95356
50,0.99502,0.99472,1.00503,1.00503,0.99325,0.99322,0.99319,0.95356,0.95366
50,0.99472,0.99442,1.00503,1.00503,0.99322,0.99319,0.99316,0.95366,0.95366
50,0.99442,0.99496,1.00503,1.00503,0.99319,0.99316,0.99314,0.95366,0.95362
50,0.99496,0.9949,1.00503,1.00503,0.99316,0.99314,0.99312,0.95362,0.95373
50,0.9949,0.99428,1.00503,1.00507,0.99314,0.99312,0.9931,0.95373,0.95372
50,0.99428,0.99464,1.00507,1.00503,0.99312,0.9931,0.99309,0.95372,0.95361
50,0.99464,0.99507,1.00503,1.00503,0.9931,0.99309,0.99309,0.95361,0.95363
50,0.99507,0.9942,1.00503,1.00508,0.99309,0.99309,0.99308,0.95363,0.95372
50,0.9942,0.99465,1.00508,1.00506,0.99309,0.99308,0.99309,0.95372,0.95397
50,0.99465,0.99399,1.00506,1.00511,0.99308,0.99309,0.99309,0.95397,0.95381
50,0.99399,0.99348,1.00511,1.00516,0.99309,0.99309,0.9931,0.95381,0.95376
50,0.99348,0.9937,1.00516,1.00517,0.99309,0.9931,0.99312,0.95376,0.9537
50,0.9937,0.99409,1.00517,1.00522,0.9931,0.99312,0.99314,0.9537,0.95391
50,0.99409,0.99398,1.00522,1.00522,0.99312,0.99314,0.99317,0.95391,0.95401
50,0.99398,0.99297,1.00522,1.00521,0.99314,0.99317,0.99319,0.95401,0.9541
50,0.99297,0.99353,1.00521,1.00521,0.99317,0.99319,0.99323,0.9541,0.95419
50,0.99353,0.99276,1.00521,1.00522,0.99319,0.99323,0.99326,0.95419,0.9542
50,0.99276,0.99271,1.00522,1.00522,0.99323,0.99326,0.99331,0.9542,0.95403
50,0.99271,0.99321,1.00522,1.00523,0.99326,0.99331,0.99335,0.95403,0.95422
50,0.99321,0.99251,1.00523,1.00522,0.99331,0.99335,0.9934,0.95422,0.95429
50,0.99251,0.99352,1.00522,1.00523,0.99335,0.9934,0.99345,0.95429,0.95413
50,0.99352,0.99299,1.00523,1.00523,0.9934,0.99345,0.99351,0.95413,0.95395
50,0.99299,0.9922,1.00523,1.00523,0.99345,0.99351,0.99357,0.95395,0.95394
50,0.9922,0.99253,1.00523,1.00523,0.99351,0.99357,0.99363,0.95394,0.95402
50,0.99253,0.99191,1.00523,1.00525,0.99357,0.99363,0.9937,0.95402,0.95473
50,0.99191,0.99277,1.00525,1.00524,0.99363,0.9937,0.99377,0.95473,0.95502
50,0.99277,0.99186,1.00524,1.0052,0.9937,0.99377,0.99384,0.95502,0.9549
