Jsc4,Voc4,FF4,Hysteresis4,PCE4
0.99964,0.99875,1.05837,1.04163,1.05741
0.99952,0.99876,1.05835,1.04166,1.05745
0.99945,0.99875,1.05838,1.0417,1.05745
0.99933,0.99874,1.05841,1.04175,1.05741
0.99923,0.99873,1.05842,1.0418,1.0574
0.99911,0.99871,1.05847,1.04178,1.05732
0.99897,0.9987,1.05844,1.04184,1.05735
0.99886,0.99872,1.05846,1.04183,1.05735
0.99875,0.99873,1.05853,1.04178,1.05729
0.99866,0.99873,1.05852,1.04189,1.05735
0.99859,0.99872,1.05864,1.04199,1.05723
0.9985,0.99875,1.05867,1.04196,1.05724
0.99841,0.99878,1.05867,1.04213,1.05731
0.9983,0.99879,1.05879,1.04219,1.05714
0.9982,0.9988,1.05892,1.04212,1.05697
0.99812,0.99882,1.05901,1.04207,1.05686
0.99802,0.99882,1.05906,1.04208,1.05681
0.99794,0.99887,1.05898,1.04206,1.057
0.99783,0.99889,1.059,1.04204,1.05698
0.99777,0.9989,1.05904,1.04205,1.05697
0.99767,0.99892,1.05906,1.04207,1.05696
0.99758,0.99894,1.0591,1.04209,1.05693
0.99748,0.99898,1.05911,1.04211,1.05693
0.9974,0.999,1.05915,1.04211,1.05691
0.99732,0.99903,1.05915,1.04217,1.05691
0.99724,0.99903,1.05914,1.04228,1.05693
0.99726,0.9989,1.05953,1.04204,1.05624
0.99719,0.99888,1.05961,1.04191,1.05598
0.99709,0.99888,1.05958,1.04188,1.05588
0.99696,0.99889,1.05955,1.04179,1.05575
0.99685,0.99892,1.05949,1.04171,1.05572
0.99674,0.99893,1.05941,1.04177,1.05568
0.99662,0.99894,1.05938,1.04173,1.05556
0.99653,0.99895,1.05942,1.04172,1.05533
0.99642,0.99893,1.05943,1.04156,1.05511
0.99629,0.99892,1.05943,1.04146,1.05487
0.9962,0.9989,1.05944,1.04149,1.05464
0.99606,0.99888,1.05932,1.04154,1.05453
0.99594,0.99885,1.05934,1.0415,1.05424
0.99583,0.99883,1.05933,1.04147,1.05399
0.99574,0.9988,1.05928,1.04148,1.05381
0.99566,0.99874,1.05926,1.0415,1.05357
0.99556,0.99869,1.05927,1.04148,1.05327
0.99549,0.99865,1.05925,1.04147,1.05306
0.99538,0.99861,1.05922,1.04144,1.05284
0.99529,0.99858,1.05924,1.04133,1.05255
0.99523,0.99853,1.05921,1.04133,1.05235
0.99516,0.99847,1.05916,1.04137,1.05217
0.99508,0.99843,1.05908,1.04138,1.05207
0.99499,0.99838,1.05902,1.04141,1.0519
0.99493,0.99831,1.05898,1.0414,1.05172
0.99487,0.99824,1.05892,1.04144,1.05159
0.99483,0.99817,1.0589,1.04146,1.05141
0.99475,0.99811,1.05887,1.04145,1.05125
0.99466,0.99806,1.05882,1.04146,1.05111
0.99459,0.998,1.05878,1.0415,1.05096
0.99451,0.99793,1.05876,1.04152,1.05077
0.99448,0.99784,1.05875,1.04154,1.05062
0.99442,0.99776,1.05876,1.04153,1.05043
0.99437,0.99769,1.05879,1.04149,1.05021
0.9943,0.99761,1.05876,1.04152,1.05006
0.99428,0.99752,1.05871,1.04162,1.04997
0.99421,0.99744,1.05867,1.04166,1.04987
0.99418,0.99736,1.05865,1.04165,1.04974
0.99413,0.99727,1.05859,1.04169,1.04965
0.99411,0.99718,1.05864,1.04167,1.04944
0.99407,0.99707,1.05869,1.04156,1.04919
0.99405,0.99696,1.05873,1.04177,1.04896
0.99404,0.99685,1.05871,1.04185,1.04884
0.99405,0.99673,1.05879,1.04186,1.04858
0.99405,0.99664,1.0588,1.04188,1.04846
0.99404,0.99655,1.05884,1.04193,1.04827
0.99402,0.99645,1.05889,1.04198,1.04803
0.99401,0.99636,1.05889,1.04198,1.0479
0.99397,0.99629,1.05884,1.04202,1.04784
0.99396,0.99618,1.05889,1.04211,1.04764
0.99394,0.9961,1.05883,1.04211,1.04762
0.99394,0.99603,1.05882,1.0422,1.04756
0.99394,0.99594,1.0588,1.04228,1.0475
0.99392,0.99585,1.05887,1.04235,1.04729
0.9939,0.99577,1.05893,1.04236,1.04708
0.99388,0.99567,1.05899,1.0426,1.04685
0.99386,0.99561,1.05902,1.04272,1.04672
0.99383,0.99555,1.05901,1.0428,1.04661
0.99379,0.99549,1.05901,1.04287,1.04653
0.99378,0.99541,1.05902,1.04296,1.04642
0.99372,0.99535,1.05901,1.04303,1.04633
0.99367,0.99529,1.05898,1.04312,1.04629
0.99362,0.99525,1.05895,1.0432,1.04625
0.99355,0.9952,1.059,1.04328,1.04608
0.99348,0.99515,1.05897,1.04326,1.04602
0.99339,0.99513,1.05899,1.04327,1.0459
0.99332,0.99508,1.05901,1.04321,1.04577
0.99325,0.99504,1.05905,1.04327,1.04561
0.99317,0.99502,1.05899,1.04334,1.04561
0.99312,0.99499,1.05892,1.04347,1.04564
0.99307,0.99497,1.05883,1.04363,1.0457
0.99298,0.99496,1.05872,1.04369,1.04579
0.99291,0.99493,1.05873,1.04378,1.04568
0.99285,0.99494,1.05868,1.04394,1.0457
0.99274,0.99496,1.05862,1.04389,1.04569
0.99264,0.99499,1.05856,1.04385,1.04569
0.99256,0.995,1.05853,1.04383,1.04564
0.99246,0.995,1.05846,1.04378,1.04561
0.99235,0.99503,1.05843,1.04372,1.04555
0.99225,0.99505,1.05845,1.0437,1.04541
0.99215,0.9951,1.05842,1.04369,1.04538
0.99206,0.99516,1.05843,1.04358,1.04532
0.99195,0.99515,1.05842,1.04355,1.0452
0.99182,0.99516,1.05836,1.0435,1.04515
0.99166,0.99518,1.05833,1.04338,1.04505
0.99149,0.99522,1.05823,1.04335,1.04503
0.99131,0.99526,1.05816,1.04335,1.04498
0.99113,0.99529,1.05813,1.04312,1.04483
0.99096,0.99532,1.05806,1.04308,1.04476
0.99078,0.99536,1.05792,1.04302,1.04478
0.99057,0.9954,1.05785,1.04291,1.04467
0.99039,0.99546,1.0578,1.04284,1.04458
0.99021,0.99548,1.05784,1.04288,1.04432
0.99003,0.99555,1.0578,1.04288,1.04424
0.98984,0.99562,1.05776,1.04278,1.04413
0.98965,0.99568,1.05769,1.0428,1.04406
0.98949,0.99575,1.05764,1.04281,1.044
0.98932,0.99579,1.05757,1.04278,1.04394
0.98914,0.99584,1.0575,1.04276,1.04383
0.98899,0.99588,1.05748,1.04278,1.04369
0.98882,0.99594,1.05749,1.04272,1.04351
0.98863,0.99598,1.05752,1.04255,1.04321
0.98846,0.99603,1.05746,1.04255,1.04309
0.98832,0.99608,1.05745,1.04247,1.04291
0.98815,0.99612,1.0574,1.04241,1.04274
0.988,0.99613,1.05739,1.04239,1.0425
0.98787,0.99618,1.05738,1.04235,1.04231
0.98776,0.9962,1.05737,1.04232,1.0421
0.98764,0.99622,1.05733,1.04229,1.04191
0.98751,0.99625,1.05727,1.04231,1.04174
0.9874,0.99627,1.05722,1.0422,1.04157
0.98725,0.9963,1.05715,1.04224,1.04139
0.98716,0.99631,1.05712,1.04223,1.04115
0.98707,0.99634,1.05703,1.04215,1.041
0.98694,0.99636,1.0569,1.04201,1.04086
0.98685,0.99636,1.05685,1.042,1.04063
0.98676,0.99638,1.05679,1.04199,1.0404
0.98666,0.99639,1.05672,1.042,1.04016
0.98657,0.99639,1.05665,1.042,1.03993
0.98648,0.9964,1.05657,1.04206,1.03972
0.98643,0.99638,1.05651,1.04211,1.03948
0.98635,0.99636,1.05645,1.04211,1.03921
0.98625,0.99635,1.05637,1.04209,1.03896
0.98621,0.99632,1.05634,1.04212,1.03867
0.9862,0.99629,1.05632,1.04212,1.0384
0.98617,0.99626,1.05623,1.04213,1.03821
0.98614,0.99622,1.05617,1.04219,1.03795
0.9861,0.99617,1.0561,1.04225,1.0377
0.98609,0.99612,1.05603,1.04234,1.03747
0.98609,0.99607,1.056,1.04237,1.03722
0.98609,0.99602,1.05594,1.04241,1.037
0.98611,0.99597,1.0559,1.04247,1.03676
0.98613,0.99591,1.05585,1.04256,1.03656
0.98614,0.99586,1.05579,1.04263,1.03637
0.98616,0.99581,1.05572,1.0427,1.03619
0.98623,0.99576,1.05567,1.04273,1.03606
0.98628,0.9957,1.05563,1.04276,1.03585
0.98635,0.99563,1.05561,1.04287,1.03565
0.98642,0.99555,1.05559,1.04297,1.03544
0.98651,0.99547,1.05557,1.04309,1.03526
0.98658,0.99541,1.05553,1.04318,1.03511
0.98666,0.99534,1.05548,1.04331,1.03498
0.98672,0.99528,1.05544,1.04338,1.03483
0.98676,0.99523,1.05536,1.0435,1.03472
0.98679,0.99518,1.0553,1.04357,1.0346
0.98686,0.99512,1.05524,1.04374,1.03452
0.98693,0.99508,1.05517,1.04386,1.03447
0.98702,0.99502,1.0551,1.044,1.03442
0.98709,0.99496,1.05503,1.04412,1.03437
0.98717,0.9949,1.05503,1.04419,1.03422
0.9872,0.99485,1.05494,1.04432,1.0342
0.98726,0.9948,1.05492,1.04451,1.03408
0.98734,0.99473,1.05491,1.04459,1.03397
0.98737,0.99468,1.05488,1.0447,1.03387
0.98743,0.99464,1.05486,1.0448,1.0338
0.98745,0.99461,1.0548,1.04486,1.03377
0.98745,0.99459,1.05471,1.04494,1.03377
0.98749,0.99456,1.05466,1.04503,1.03376
0.98749,0.99453,1.05456,1.04512,1.0338
0.98756,0.99451,1.05449,1.04529,1.03387
0.98759,0.99449,1.05443,1.04542,1.0339
0.98759,0.99448,1.05438,1.04547,1.03391
0.98762,0.99446,1.05434,1.0456,1.03393
0.98761,0.99445,1.05434,1.04563,1.03389
0.98759,0.99445,1.05429,1.0457,1.03389
0.98761,0.99444,1.05433,1.04582,1.03384
0.98761,0.99442,1.05431,1.04588,1.03386
0.98762,0.99442,1.05429,1.04598,1.03389
0.98764,0.9944,1.05429,1.04606,1.03392
0.98762,0.99439,1.05428,1.04612,1.03393
0.98759,0.99439,1.05426,1.04617,1.03397
0.98756,0.9944,1.05419,1.04626,1.03408
0.98754,0.99439,1.0542,1.04625,1.03406
