Jsc4,Voc4,FF4,Hysteresis4,PCE4
0.98749,0.9944,1.0542,1.04624,1.03405
0.98743,0.9944,1.0542,1.04611,1.03401
0.98739,0.9944,1.05417,1.04614,1.03404
0.98735,0.99439,1.05414,1.04613,1.03404
0.98728,0.99438,1.0541,1.04613,1.03402
0.98719,0.99439,1.05411,1.04612,1.03394
0.9871,0.9944,1.05407,1.04617,1.03393
0.98698,0.99441,1.05397,1.04617,1.03398
0.98685,0.99441,1.05393,1.04614,1.03394
0.98671,0.9944,1.05385,1.04619,1.03391
0.98654,0.99446,1.05376,1.04621,1.03396
0.9864,0.99448,1.05375,1.04627,1.03389
0.98625,0.99453,1.05371,1.04628,1.03387
0.9861,0.99456,1.05371,1.04619,1.0338
0.98599,0.99459,1.05373,1.04617,1.0337
0.98585,0.99461,1.05374,1.0462,1.03359
0.98572,0.99465,1.05367,1.04621,1.03362
0.98559,0.99468,1.05369,1.04622,1.0335
0.98548,0.99471,1.05363,1.04623,1.03352
0.98536,0.99475,1.05359,1.04625,1.03352
0.98526,0.99479,1.05352,1.04627,1.03357
0.98514,0.99481,1.05342,1.04632,1.03362
0.98505,0.99484,1.05333,1.04637,1.03371
0.98493,0.99488,1.05325,1.04634,1.03373
0.98481,0.9949,1.05317,1.04631,1.03373
0.9847,0.99493,1.05313,1.04631,1.03369
0.98463,0.99495,1.05308,1.04637,1.03366
0.98452,0.99499,1.05298,1.04637,1.03368
0.98443,0.99501,1.05284,1.04645,1.03376
0.98435,0.99503,1.05277,1.04644,1.03373
0.98422,0.99504,1.05267,1.04638,1.03366
0.98408,0.99506,1.05252,1.04643,1.03367
0.98402,0.99507,1.05247,1.04639,1.03358
0.98393,0.99508,1.05238,1.04636,1.03349
0.98382,0.99506,1.0523,1.04633,1.03335
0.98371,0.99505,1.05218,1.04629,1.03326
0.98358,0.99502,1.05208,1.04629,1.0331
0.98348,0.995,1.05197,1.04632,1.03295
0.98339,0.99495,1.05188,1.04637,1.03275
0.98332,0.99489,1.05179,1.04632,1.03255
0.98323,0.99482,1.05172,1.04625,1.03227
0.98315,0.99474,1.05164,1.04626,1.03197
0.98311,0.99464,1.05161,1.04636,1.03159
0.98304,0.99456,1.05151,1.04633,1.0313
0.98301,0.99447,1.05144,1.04631,1.03099
0.98298,0.99436,1.05138,1.04626,1.03063
0.98296,0.99425,1.0513,1.04625,1.0303
0.98294,0.99413,1.05127,1.04614,1.02988
0.98293,0.99402,1.05122,1.04604,1.0295
0.98294,0.9939,1.05115,1.04603,1.02915
0.98296,0.99378,1.05111,1.04598,1.02877
0.98295,0.99366,1.05106,1.04591,1.02839
0.98296,0.99353,1.05099,1.04591,1.02803
0.98297,0.9934,1.05098,1.04588,1.02757
0.98301,0.99328,1.05093,1.04584,1.02724
0.98306,0.99316,1.0509,1.04578,1.02686
0.98312,0.99304,1.05084,1.04575,1.02655
0.98317,0.99293,1.0507,1.04579,1.02635
0.98325,0.99281,1.05061,1.04584,1.0261
0.98329,0.99269,1.05053,1.04584,1.02579
0.98334,0.99257,1.05044,1.04586,1.02551
0.98341,0.99245,1.05041,1.04585,1.02516
0.98346,0.99232,1.05036,1.04587,1.02481
0.98348,0.99219,1.05032,1.04592,1.02441
0.98353,0.99208,1.05027,1.04597,1.02409
0.98355,0.99197,1.05022,1.04597,1.02375
0.98356,0.99187,1.05017,1.04595,1.0234
0.98357,0.99177,1.05011,1.04598,1.02309
0.98357,0.99168,1.05006,1.04597,1.02276
0.9836,0.99158,1.05001,1.04602,1.02248
0.98361,0.99149,1.04993,1.04604,1.02222
0.98365,0.9914,1.04991,1.04607,1.02192
0.9837,0.99131,1.04989,1.0461,1.02164
0.98367,0.99121,1.0499,1.04606,1.02124
0.98369,0.99112,1.0499,1.04611,1.02092
0.98368,0.99103,1.04989,1.04612,1.02059
0.98369,0.99096,1.0499,1.04612,1.02027
0.98366,0.99087,1.04986,1.04616,1.02001
0.98366,0.9908,1.04988,1.04618,1.01972
0.98364,0.99073,1.04986,1.04619,1.01947
0.98359,0.99068,1.0498,1.04624,1.01929
0.98357,0.99063,1.04979,1.04624,1.01908
0.98355,0.99057,1.0498,1.04628,1.01887
0.98353,0.99052,1.04982,1.04634,1.01865
0.98356,0.99047,1.04987,1.04643,1.01846
0.98354,0.99042,1.04983,1.04653,1.01836
0.98356,0.99037,1.04987,1.04663,1.01821
0.98349,0.99034,1.04989,1.04659,1.01801
0.98344,0.99031,1.04992,1.04658,1.01786
0.98343,0.99029,1.04994,1.04666,1.01778
0.98338,0.99029,1.04998,1.04666,1.01767
0.98333,0.99031,1.04999,1.04672,1.01765
0.98332,0.99034,1.05004,1.04678,1.01763
0.98327,0.99036,1.05003,1.04688,1.0177
0.98324,0.99038,1.05005,1.04698,1.01778
0.98319,0.99042,1.05007,1.04706,1.01786
0.98313,0.99045,1.05012,1.04716,1.0179
0.98308,0.99048,1.05019,1.04724,1.01796
0.98302,0.99052,1.05026,1.04731,1.01806
0.98293,0.99056,1.05038,1.04725,1.01805
0.98289,0.99059,1.05046,1.04736,1.01816
0.9828,0.99063,1.0505,1.04748,1.0183
0.9827,0.99069,1.0506,1.04752,1.0184
0.9826,0.99074,1.05073,1.0476,1.01844
0.98248,0.99079,1.05083,1.04767,1.01854
0.98237,0.99085,1.05094,1.04776,1.01866
0.98222,0.99092,1.05099,1.04782,1.01884
0.98208,0.991,1.05106,1.04784,1.01905
0.98195,0.99108,1.05117,1.04789,1.0192
0.98181,0.99116,1.05123,1.04797,1.01946
0.98165,0.99125,1.0513,1.04801,1.01969
0.98152,0.99134,1.05139,1.04805,1.01994
0.98135,0.99144,1.05146,1.04804,1.02019
0.98119,0.99153,1.05155,1.04807,1.02045
0.98101,0.99163,1.05161,1.04807,1.02072
0.98084,0.99172,1.05165,1.04816,1.02106
0.98058,0.99186,1.05137,1.04843,1.02179
0.98048,0.9919,1.05138,1.04851,1.02217
0.98043,0.99193,1.05147,1.0486,1.02245
0.98035,0.99197,1.05158,1.04871,1.0227
0.98021,0.99202,1.05168,1.04877,1.02294
0.98004,0.99208,1.0518,1.04878,1.02314
0.97986,0.99216,1.05196,1.04877,1.02329
0.97963,0.99223,1.05211,1.04877,1.02342
0.97943,0.9923,1.05226,1.04879,1.02356
0.97918,0.99238,1.05243,1.04872,1.02364
0.97892,0.99247,1.05257,1.04871,1.02378
0.97865,0.99255,1.05274,1.04863,1.02384
0.97836,0.99262,1.05293,1.04851,1.02387
0.97808,0.99268,1.05312,1.04839,1.02389
0.9778,0.99275,1.05327,1.04832,1.02395
0.97752,0.99282,1.05345,1.04822,1.024
0.97725,0.99288,1.05364,1.04807,1.02401
0.97695,0.99292,1.0538,1.048,1.02401
0.97665,0.99296,1.05396,1.04793,1.02402
0.97633,0.99301,1.05414,1.04785,1.02398
0.97601,0.99305,1.05435,1.04773,1.02387
0.97568,0.99309,1.05453,1.0476,1.02381
0.97537,0.99312,1.05472,1.04745,1.02372
0.97505,0.99316,1.05488,1.04735,1.02366
0.97475,0.99318,1.05513,1.04716,1.02347
0.97445,0.99322,1.05534,1.04699,1.02333
0.97414,0.99325,1.05554,1.04683,1.02318
0.97384,0.99328,1.05575,1.04667,1.02303
0.97355,0.9933,1.05596,1.04651,1.02286
0.97322,0.99333,1.05613,1.04638,1.02272
0.97292,0.99336,1.05628,1.04628,1.0226
0.97261,0.99338,1.05643,1.04615,1.02247
0.97233,0.99341,1.05659,1.04603,1.02237
0.97204,0.99344,1.05674,1.04593,1.02224
0.97175,0.99347,1.0569,1.0458,1.02211
0.97143,0.9935,1.05703,1.04569,1.02199
0.97113,0.99353,1.05717,1.04556,1.02186
0.97083,0.99357,1.05728,1.04541,1.02178
0.97054,0.99362,1.05731,1.04536,1.0218
0.97024,0.99365,1.05742,1.04526,1.02168
0.96992,0.99368,1.05748,1.04519,1.02161
0.9696,0.99373,1.05758,1.04503,1.02147
0.96928,0.99375,1.05773,1.04487,1.02121
0.96895,0.99378,1.05787,1.04474,1.02096
0.96866,0.99381,1.05799,1.04465,1.02075
0.96837,0.99383,1.0581,1.04454,1.02052
0.96806,0.99385,1.0582,1.04444,1.0203
0.96779,0.99387,1.0583,1.04434,1.0201
0.96752,0.99389,1.05842,1.04419,1.01984
0.96724,0.99391,1.05852,1.04406,1.01962
0.96698,0.99394,1.05857,1.04395,1.01947
0.96673,0.99395,1.05862,1.04391,1.01929
0.96648,0.99395,1.05871,1.04379,1.01904
0.96626,0.99396,1.0588,1.04374,1.01881
0.96603,0.99396,1.05891,1.04364,1.01855
0.96583,0.99396,1.05901,1.04357,1.01828
0.9656,0.99397,1.05908,1.04347,1.01804
0.96539,0.99397,1.05913,1.04342,1.01785
0.96522,0.99398,1.05918,1.04339,1.01768
0.96505,0.99398,1.05921,1.04335,1.01753
0.96487,0.99399,1.05924,1.0433,1.01735
0.96469,0.994,1.05927,1.04326,1.01717
0.96458,0.994,1.0593,1.04327,1.01705
0.96446,0.99401,1.05931,1.04324,1.01693
0.96436,0.99402,1.05933,1.04324,1.01682
0.96429,0.99403,1.05939,1.04321,1.01668
0.9642,0.99404,1.05939,1.04324,1.01657
0.96408,0.99405,1.05936,1.04324,1.01649
0.96402,0.99406,1.05937,1.04324,1.01639
0.96391,0.99407,1.05934,1.04323,1.0163
0.96381,0.99409,1.05936,1.04316,1.01614
0.96377,0.99411,1.05935,1.04315,1.01606
0.96373,0.99413,1.05931,1.04319,1.01602
0.96366,0.99417,1.05927,1.0432,1.01596
0.9636,0.9942,1.05925,1.0432,1.01587
0.96352,0.99423,1.0591,1.04334,1.0159
0.96345,0.99424,1.05903,1.0434,1.01581
0.96337,0.99424,1.05893,1.04338,1.01575
0.96329,0.99424,1.05888,1.04335,1.0156
0.96316,0.99425,1.05876,1.04328,1.01549
0.96306,0.99426,1.05865,1.04322,1.0154
0.96299,0.99427,1.05859,1.04314,1.01526
0.9629,0.99428,1.05848,1.04309,1.01515
0.96279,0.99428,1.0584,1.04303,1.01497
0.96272,0.99428,1.05832,1.04297,1.01484
0.96259,0.9943,1.05821,1.04279,1.0147
0.9625,0.9943,1.05819,1.0427,1.01444
0.96241,0.99429,1.05814,1.04268,1.01423
0.96231,0.99427,1.05809,1.04262,1.014
0.96219,0.99426,1.05805,1.04257,1.01375
0.96205,0.99425,1.05797,1.04256,1.01354
0.96196,0.99422,1.05794,1.04252,1.01329
0.96187,0.99419,1.0579,1.04249,1.01306
0.96175,0.99416,1.05785,1.04244,1.0128
0.96166,0.99413,1.05779,1.04244,1.0126
0.96159,0.99408,1.05778,1.04238,1.01234
0.96151,0.99403,1.05776,1.04236,1.01207
0.96144,0.99398,1.05769,1.04239,1.01188
0.96135,0.99392,1.05765,1.0424,1.01163
0.96132,0.99384,1.05763,1.04248,1.01139
0.96123,0.99376,1.05759,1.04248,1.01111
0.96127,0.99363,1.05789,1.0423,1.01039
0.96115,0.99358,1.05795,1.04224,1.0099
0.96097,0.99355,1.05791,1.04215,1.00951
0.96083,0.99352,1.05786,1.04208,1.00918
0.9607,0.9935,1.05777,1.04201,1.00894
0.96057,0.99346,1.05771,1.04196,1.00861
0.96045,0.99341,1.05766,1.04188,1.00828
0.96035,0.99335,1.0576,1.04187,1.00801
0.96024,0.99329,1.05757,1.04182,1.00767
0.96015,0.99323,1.05752,1.04181,1.00737
0.96004,0.99316,1.05749,1.04179,1.00704
0.95994,0.99309,1.0574,1.04182,1.0068
0.95984,0.99301,1.05733,1.04186,1.00654
0.95972,0.99294,1.05728,1.04185,1.00624
0.95963,0.99286,1.05726,1.04181,1.00591
0.95955,0.99278,1.05723,1.0418,1.00561
0.95944,0.9927,1.05716,1.04184,1.00535
0.95937,0.99263,1.05707,1.04187,1.00515
0.95928,0.99256,1.05694,1.04192,1.00501
0.95923,0.99248,1.05685,1.04198,1.00483
0.95914,0.9924,1.05677,1.04203,1.00461
0.95909,0.99231,1.05672,1.04207,1.00438
0.95903,0.99223,1.05664,1.04201,1.00419
0.95896,0.99216,1.05657,1.04194,1.00398
0.95889,0.99209,1.05644,1.04201,1.00387
0.95888,0.99201,1.05633,1.04211,1.00374
0.95884,0.99192,1.05623,1.04219,1.0036
0.95879,0.99185,1.05613,1.04225,1.00346
0.95874,0.99177,1.05606,1.04231,1.00328
0.95869,0.9917,1.05599,1.04233,1.00311
0.95865,0.99163,1.0559,1.04239,1.00298
0.95858,0.99156,1.05583,1.04238,1.0028
0.95853,0.99149,1.05576,1.04243,1.00265
0.95848,0.99142,1.05567,1.0425,1.00253
0.95844,0.99136,1.0556,1.04254,1.00241
0.95841,0.9913,1.05553,1.04255,1.0023
0.95839,0.99123,1.05543,1.04263,1.00225
0.95838,0.99121,1.05512,1.04313,1.00254
0.95835,0.99113,1.0551,1.0431,1.00231
0.95832,0.99109,1.05491,1.0433,1.00236
0.9583,0.99102,1.05487,1.04326,1.00216
0.95831,0.99094,1.05481,1.04331,1.002
0.95832,0.99088,1.05457,1.04365,1.00212
0.95831,0.9908,1.05453,1.04356,1.00189
0.95832,0.99072,1.05445,1.0435,1.00175
0.95831,0.99067,1.05437,1.04346,1.00162
0.9583,0.9906,1.0543,1.04342,1.00147
0.95833,0.99054,1.05424,1.0434,1.00134
0.95833,0.99048,1.05416,1.04336,1.00124
0.95833,0.99042,1.05407,1.04334,1.00113
0.95833,0.99036,1.05402,1.04336,1.00097
0.95836,0.99031,1.05399,1.04329,1.00082
0.95839,0.99028,1.05379,1.04345,1.00094
0.9584,0.99024,1.05368,1.04344,1.00088
0.95839,0.99021,1.05351,1.04348,1.00091
0.95843,0.99018,1.05339,1.04347,1.00091
0.95844,0.99016,1.05321,1.04348,1.00095
0.95846,0.99013,1.05316,1.04338,1.00084
0.95848,0.99011,1.05306,1.04332,1.0008
0.95847,0.9901,1.05297,1.04323,1.00072
0.95845,0.99009,1.05286,1.04319,1.00065
0.95845,0.99009,1.05277,1.04311,1.00059
0.95838,0.99011,1.05267,1.04295,1.00047
0.95831,0.99011,1.05257,1.04279,1.00035
0.95821,0.99012,1.0525,1.04273,1.00016
0.9581,0.99013,1.05236,1.0426,1.00006
0.95802,0.99015,1.05223,1.0426,0.99997
0.95793,0.99018,1.05209,1.04264,0.99989
0.95781,0.99021,1.05194,1.04243,0.99978
0.95769,0.99023,1.05183,1.04233,0.99962
0.9576,0.99026,1.05168,1.04216,0.99951
0.95743,0.99028,1.05164,1.04199,0.99915
0.95728,0.9903,1.05153,1.04178,0.99892
0.95713,0.99031,1.05148,1.04161,0.9986
0.95699,0.99032,1.05143,1.04143,0.99827
0.9569,0.99031,1.05152,1.04115,0.99777
0.95675,0.9903,1.05152,1.04091,0.99734
0.95662,0.99029,1.05155,1.04073,0.9969
0.95649,0.9903,1.05147,1.04066,0.99663
0.95638,0.99028,1.05152,1.04051,0.99616
0.95624,0.9903,1.0515,1.04044,0.99578
0.95608,0.99028,1.0515,1.04027,0.99533
0.95594,0.99025,1.05154,1.04009,0.99484
0.95579,0.99022,1.05151,1.03994,0.99443
0.95562,0.99019,1.05149,1.0398,0.994
0.95549,0.99016,1.0515,1.03981,0.99356
0.95537,0.99013,1.05138,1.03976,0.99331
0.95523,0.9901,1.05133,1.03963,0.99296
0.95511,0.99007,1.05127,1.03957,0.99265
0.955,0.99003,1.05121,1.0395,0.99235
0.9549,0.98999,1.05117,1.03942,0.99202
0.9548,0.98994,1.05113,1.03935,0.99171
0.95469,0.98989,1.0511,1.03927,0.99137
0.95461,0.98984,1.05099,1.03928,0.9912
0.95453,0.98978,1.05095,1.03923,0.9909
0.95445,0.98971,1.05083,1.03928,0.99071
0.95438,0.98964,1.05077,1.03929,0.99046
0.95432,0.98957,1.0507,1.0393,0.99024
0.9543,0.98948,1.05067,1.03931,0.99
0.95425,0.9894,1.05061,1.03935,0.98978
0.95424,0.98932,1.05058,1.03939,0.98954
0.95425,0.98923,1.05056,1.03943,0.98934
0.95423,0.98914,1.05047,1.03944,0.98918
0.95423,0.98904,1.05038,1.03948,0.98907
0.95421,0.98895,1.05031,1.03947,0.9889
0.95418,0.98883,1.05031,1.03954,0.98863
0.95419,0.98872,1.05023,1.03966,0.98851
0.95423,0.9886,1.05017,1.03981,0.98839
0.95423,0.98849,1.05015,1.03988,0.98819
0.95426,0.98836,1.05013,1.03997,0.98803
0.9543,0.98824,1.05009,1.04011,0.98792
0.95434,0.98811,1.05007,1.04022,0.98781
0.95438,0.98797,1.05007,1.04032,0.98768
0.95446,0.98784,1.05007,1.04045,0.98758
0.95453,0.98771,1.05002,1.04062,0.98758
0.9546,0.98758,1.05,1.04077,0.98754
0.95466,0.98744,1.04998,1.04097,0.98752
0.95474,0.9873,1.04998,1.04114,0.98749
0.95483,0.98716,1.04998,1.04133,0.98746
0.95492,0.98701,1.05003,1.04149,0.9874
0.95501,0.98687,1.05002,1.04166,0.9874
0.9551,0.98674,1.05002,1.04184,0.98744
0.95518,0.98661,1.05,1.04201,0.9875
0.95529,0.98648,1.05,1.04232,0.98755
0.95538,0.98635,1.05003,1.04259,0.98756
0.95548,0.98622,1.05002,1.04283,0.98763
0.95556,0.9861,1.05006,1.04299,0.98764
0.95567,0.98598,1.05011,1.04316,0.98768
0.95574,0.98587,1.05012,1.04337,0.98774
0.95582,0.98576,1.05011,1.04356,0.98787
0.95593,0.98565,1.05013,1.0438,0.988
0.95602,0.98556,1.05015,1.044,0.98812
0.95614,0.98546,1.05015,1.04424,0.9883
0.95622,0.98537,1.05013,1.04447,0.98851
0.95631,0.98529,1.05013,1.04469,0.98869
0.95638,0.98521,1.05015,1.04488,0.98887
0.95646,0.98513,1.05015,1.04512,0.98907
0.95653,0.98506,1.05015,1.04536,0.98929
0.95656,0.98494,1.0504,1.04513,0.98907
0.95662,0.98489,1.05038,1.04535,0.98929
0.95666,0.9848,1.05045,1.04536,0.98935
0.95673,0.98475,1.05044,1.04555,0.98955
0.95677,0.98471,1.05039,1.04573,0.9898
0.95678,0.98465,1.05056,1.04552,0.98966
0.95683,0.98461,1.05055,1.04565,0.98985
0.95686,0.9846,1.05045,1.04572,0.99016
0.95688,0.98457,1.05047,1.04579,0.99026
0.95693,0.98455,1.05048,1.04589,0.99044
0.95689,0.98454,1.05047,1.04593,0.99056
0.9569,0.98453,1.05047,1.04607,0.99072
0.95688,0.98454,1.05047,1.04616,0.99088
0.95685,0.98455,1.05044,1.04624,0.99106
0.9568,0.98457,1.05041,1.04635,0.99124
0.95675,0.98457,1.05056,1.04619,0.99113
0.95671,0.98461,1.05055,1.04623,0.99128
0.95665,0.98464,1.05061,1.0462,0.99132
0.95657,0.98468,1.05068,1.04614,0.99131
0.95647,0.98471,1.05075,1.04609,0.99128
0.95635,0.98477,1.05073,1.04612,0.99134
0.95622,0.98482,1.05073,1.04611,0.99137
0.95606,0.98487,1.05074,1.04609,0.99136
0.95593,0.98492,1.05074,1.04608,0.99138
0.95579,0.98498,1.05067,1.04602,0.99147
0.95563,0.98503,1.05061,1.04609,0.99151
0.9555,0.98508,1.05061,1.04618,0.99148
0.95537,0.98513,1.05058,1.04617,0.99148
0.95525,0.98517,1.05061,1.04616,0.99139
0.95511,0.98521,1.05064,1.04603,0.99125
0.95497,0.98523,1.05072,1.04582,0.99101
0.95484,0.98526,1.05081,1.04582,0.99078
0.95471,0.98529,1.05086,1.04571,0.99057
0.95456,0.98532,1.05089,1.04569,0.99035
0.95444,0.98536,1.05082,1.04565,0.9903
0.9543,0.98538,1.05083,1.0457,0.99008
0.95418,0.98541,1.0508,1.0457,0.98993
0.95403,0.98544,1.05078,1.04567,0.98971
0.95386,0.98547,1.05067,1.04567,0.98961
0.95372,0.98549,1.05062,1.04566,0.98944
0.95358,0.98552,1.05056,1.04566,0.98929
0.95344,0.98552,1.05053,1.04557,0.98906
0.95333,0.98554,1.05042,1.04557,0.98897
0.9532,0.98552,1.05038,1.04548,0.98873
0.95308,0.98552,1.05026,1.0455,0.98861
0.95294,0.98552,1.05012,1.04553,0.98849
0.95283,0.98551,1.05001,1.04556,0.98834
0.95273,0.98549,1.04992,1.04559,0.98818
0.95262,0.98546,1.04985,1.04555,0.98793
0.9525,0.98542,1.04983,1.04547,0.98759
0.9524,0.98537,1.04977,1.04546,0.98733
0.95233,0.98532,1.04969,1.04546,0.98711
0.95227,0.98527,1.0496,1.04546,0.98689
0.95223,0.9852,1.04952,1.04544,0.98664
0.95215,0.98512,1.04941,1.04545,0.98639
0.95209,0.98504,1.0493,1.04549,0.98617
0.95207,0.98495,1.04925,1.04549,0.98587
0.952,0.98485,1.04919,1.04548,0.98553
0.95194,0.98474,1.04915,1.04544,0.98514
0.95192,0.98462,1.04903,1.04549,0.98487
0.95191,0.98449,1.04904,1.04542,0.98443
0.95189,0.98436,1.04897,1.04544,0.98409
0.95189,0.98423,1.04889,1.04543,0.98376
0.95192,0.98408,1.04881,1.04547,0.98345
0.95191,0.98394,1.04874,1.04545,0.98309
0.95196,0.98378,1.04871,1.04548,0.9827
0.95199,0.98362,1.04868,1.04551,0.98229
0.95203,0.98346,1.0486,1.04561,0.98197
0.9521,0.9833,1.04855,1.04561,0.98162
0.95215,0.98313,1.04854,1.04559,0.98118
0.95221,0.98297,1.04847,1.04561,0.98084
0.95227,0.9828,1.04842,1.04561,0.9805
0.95232,0.98264,1.04832,1.04566,0.9802
0.95239,0.98248,1.04823,1.04572,0.97992
0.95248,0.98231,1.04813,1.04579,0.97968
0.95254,0.98215,1.04804,1.04583,0.9794
0.95261,0.98198,1.04796,1.04585,0.97913
0.9527,0.98182,1.04794,1.04585,0.9788
0.95278,0.98167,1.04786,1.0459,0.97856
0.95287,0.98152,1.04776,1.04597,0.97837
0.95296,0.98137,1.04766,1.04605,0.97819
0.95305,0.98123,1.04758,1.04611,0.97798
0.95312,0.98109,1.04753,1.04615,0.97773
0.95317,0.98096,1.04746,1.04615,0.9775
0.95326,0.98083,1.04741,1.04619,0.9773
0.95334,0.9807,1.04734,1.04623,0.97712
0.95341,0.98058,1.0473,1.04623,0.9769
0.9535,0.98046,1.04721,1.0463,0.97679
0.95359,0.98034,1.0472,1.04629,0.97656
0.95366,0.98022,1.04712,1.04636,0.97643
0.95371,0.98012,1.04702,1.04644,0.97634
0.95376,0.98001,1.04695,1.04645,0.9762
0.9538,0.97992,1.04687,1.04652,0.9761
0.95386,0.97983,1.04682,1.04656,0.97598
0.95391,0.97974,1.04678,1.04659,0.97587
0.95393,0.97966,1.04672,1.04662,0.97576
0.95396,0.97959,1.04664,1.04666,0.97573
0.95397,0.97952,1.04657,1.0467,0.97566
0.95397,0.97946,1.04647,1.04677,0.97565
0.954,0.97941,1.04639,1.04685,0.97565
0.95399,0.97937,1.04633,1.04688,0.97561
0.95402,0.97933,1.04628,1.04693,0.9756
0.95403,0.97929,1.04624,1.04694,0.97557
0.95404,0.97926,1.04624,1.04691,0.97551
0.95402,0.97924,1.04618,1.04691,0.97549
0.95398,0.97923,1.04618,1.04684,0.97539
0.95397,0.97923,1.04613,1.04685,0.9754
0.95395,0.97924,1.04608,1.04688,0.97543
0.95389,0.97924,1.04611,1.04694,0.97529
0.9538,0.97926,1.04601,1.04694,0.97531
0.95369,0.97929,1.04591,1.04696,0.97533
0.9536,0.97934,1.04582,1.047,0.97538
0.95353,0.97939,1.04573,1.04703,0.97546
0.95343,0.97944,1.04562,1.04707,0.97554
0.9533,0.9795,1.04554,1.04707,0.97555
0.9532,0.97956,1.04548,1.04705,0.97557
0.95306,0.97963,1.0453,1.04712,0.97571
0.95293,0.97969,1.04519,1.04711,0.97577
0.95278,0.97976,1.04508,1.04711,0.97579
0.95262,0.97982,1.04493,1.04714,0.97586
0.9525,0.97988,1.04481,1.04719,0.97594
0.95237,0.97994,1.04463,1.04724,0.97605
0.95223,0.98,1.04452,1.04724,0.97608
0.95215,0.98005,1.04442,1.04731,0.97612
0.95204,0.9801,1.04431,1.04732,0.97615
0.95194,0.98012,1.04426,1.04742,0.97607
0.95188,0.98014,1.04421,1.04744,0.976
0.95177,0.98017,1.04406,1.04744,0.97601
0.95168,0.98019,1.044,1.04741,0.97591
0.95155,0.9802,1.04393,1.04743,0.97577
0.95146,0.98022,1.04384,1.04746,0.9757
0.95138,0.98022,1.04373,1.04751,0.97566
0.95131,0.98023,1.0436,1.04757,0.97564
0.95124,0.98023,1.04353,1.04759,0.97554
0.95114,0.98022,1.04349,1.0476,0.97535
0.95105,0.98021,1.04345,1.04767,0.97518
0.95098,0.98019,1.04341,1.04765,0.975
0.9509,0.98017,1.04336,1.04764,0.97483
0.95078,0.98014,1.04326,1.04766,0.97467
0.9507,0.98011,1.04325,1.04762,0.97442
0.9506,0.98007,1.0432,1.04762,0.97421
0.95051,0.98002,1.04312,1.04766,0.97404
0.95039,0.97997,1.04306,1.04765,0.97381
0.95029,0.97992,1.04291,1.0477,0.97369
0.9502,0.97985,1.04286,1.04766,0.97343
0.95011,0.97978,1.04283,1.04759,0.97312
0.95,0.9797,1.04281,1.04753,0.97278
0.94992,0.97962,1.04279,1.04744,0.97244
0.94984,0.97952,1.04279,1.04738,0.97207
0.94978,0.97943,1.04277,1.04735,0.97172
0.94971,0.97933,1.04276,1.0473,0.97138
0.94965,0.97922,1.04277,1.04725,0.971
0.94955,0.97911,1.04277,1.04724,0.9706
0.94947,0.979,1.04281,1.04714,0.97016
0.94939,0.9789,1.04281,1.04711,0.96978
0.94934,0.97879,1.04282,1.04708,0.96943
0.94928,0.97868,1.0428,1.04701,0.96911
0.94922,0.97857,1.0428,1.04698,0.96874
0.94919,0.97846,1.04283,1.04696,0.96835
0.94918,0.97835,1.04287,1.04696,0.96799
0.94916,0.97825,1.04293,1.0469,0.9676
0.94912,0.97815,1.04291,1.04692,0.96731
0.94909,0.97805,1.04291,1.04693,0.96702
0.94906,0.97796,1.04295,1.0469,0.96665
0.94902,0.97787,1.04301,1.04683,0.96628
0.94897,0.97778,1.04301,1.04677,0.96597
0.94892,0.97769,1.04304,1.04672,0.96564
0.94886,0.97761,1.04302,1.0467,0.96539
0.94882,0.97753,1.04306,1.04661,0.96507
0.94878,0.97745,1.04308,1.04664,0.96479
0.94871,0.97738,1.04305,1.04665,0.96457
0.94862,0.97731,1.04304,1.04662,0.96431
0.94855,0.97725,1.04305,1.04658,0.96406
0.94849,0.97719,1.04302,1.04657,0.96387
0.9484,0.97714,1.04301,1.04656,0.96365
0.94833,0.9771,1.04303,1.04656,0.96342
0.94826,0.97707,1.04298,1.04653,0.96331
0.94818,0.97704,1.04299,1.04654,0.9631
0.94805,0.977,1.04297,1.04658,0.9629
0.94796,0.97698,1.04296,1.04662,0.96275
0.94787,0.97696,1.04304,1.04658,0.96249
0.94775,0.97694,1.04309,1.04655,0.96226
0.94763,0.97694,1.04314,1.04653,0.96205
0.9475,0.97694,1.04313,1.04654,0.96193
0.94739,0.97694,1.04317,1.04652,0.96177
0.94724,0.97695,1.04319,1.04651,0.96164
0.94712,0.97698,1.04319,1.04653,0.96158
0.94698,0.97701,1.04319,1.04654,0.96153
0.94682,0.97705,1.04322,1.04649,0.96143
0.94665,0.9771,1.04322,1.04647,0.96139
0.94648,0.97716,1.04324,1.04643,0.96134
0.94629,0.97724,1.04324,1.0464,0.96133
0.94614,0.97732,1.04326,1.04641,0.96134
0.94598,0.97741,1.04326,1.04639,0.96138
0.9458,0.97752,1.04315,1.04646,0.9616
0.94559,0.97766,1.04296,1.04644,0.9619
0.94539,0.97779,1.04287,1.04642,0.96209
0.94518,0.97792,1.04288,1.04641,0.96213
0.94498,0.97806,1.04289,1.04637,0.96218
0.94476,0.97821,1.04287,1.04631,0.96229
0.9445,0.97837,1.04287,1.04627,0.96236
0.94428,0.97855,1.0428,1.04623,0.96257
0.944,0.97873,1.04276,1.0462,0.96268
0.94372,0.97892,1.04273,1.04614,0.9628
0.94342,0.97912,1.0427,1.04603,0.9629
